p0,p1,p2,p3,p4,p5,p6,p7,size,objective,source,id,filename,speedup
96,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,XL,15.6789,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01856.c,mmp_01856,1.026749325526663
16,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,15.744766666666663,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01857.c,mmp_01857,1.0224540217596112
64,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,XL,15.9943,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01858.c,mmp_01858,1.0065023164502351
32,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,XL,15.804033333333336,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01859.c,mmp_01859,1.0186197194387083
32,cores,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,15.7625,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01860.c,mmp_01860,1.0213037272006344
2,cores,close,static, ,#pragma unroll (6),#pragma omp for, ,XL,27.73543333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01861.c,mmp_01861,0.5804235977323833
256,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,24.6917,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01862.c,mmp_01862,0.6519721201861354
256,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,XL,35.16843333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01863.c,mmp_01863,0.4577485680814139
256,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for, ,XL,32.73186666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01864.c,mmp_01864,0.49182346255840376
64,threads,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,33.155366666666666,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01865.c,mmp_01865,0.485541305027542
256,sockets,master,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,32.9422,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01866.c,mmp_01866,0.4886832087717274
256,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,36.71613333333335,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01868.c,mmp_01868,0.4384530324543976
64,sockets,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,33.76293333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01869.c,mmp_01869,0.4768039506835899
64,cores,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,31.99573333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01870.c,mmp_01870,0.5031389601946926
8,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,26.8593,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01871.c,mmp_01871,0.5993566474182126
64,sockets,master,dynamic, ,#pragma unroll,#pragma omp for, ,XL,31.51763333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01872.c,mmp_01872,0.5107712190741902
32,sockets,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,31.57593333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01873.c,mmp_01873,0.5098281602655187
64,sockets,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,29.428366666666665,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01874.c,mmp_01874,0.5470334178700595
64,sockets,close,dynamic, ,#pragma unroll,#pragma omp for, ,XL,29.9634,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01876.c,mmp_01876,0.5372654638659163
64,sockets,close,static, ,#pragma unroll,#pragma omp for, ,XL,23.202366666666663,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01877.c,mmp_01877,0.6938214636150623
64,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,33.7578,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01880.c,mmp_01880,0.4768764552192381
64,threads,spread,static, ,#pragma unroll,#pragma omp for, ,XL,32.73266666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01882.c,mmp_01882,0.49181144218823186
64,sockets,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,34.590266666666665,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01883.c,mmp_01883,0.4653997078176134
64,sockets,close,static, ,#pragma unroll (6),#pragma omp for, ,XL,32.73743333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01884.c,mmp_01884,0.4917398329944417
64,sockets,spread,static, ,#pragma unroll,#pragma omp for, ,XL,32.76993333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01885.c,mmp_01885,0.49125214373338166
64,sockets,close,static, , ,#pragma omp for, ,XL,32.61283333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01886.c,mmp_01886,0.4936185652887156
2,cores,master,dynamic, ,#pragma unroll,#pragma omp for, ,XL,32.8045,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01887.c,mmp_01887,0.4907345028883232
2,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,XL,32.75236666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01888.c,mmp_01888,0.49151562584281433
64,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,XL,32.485166666666665,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01889.c,mmp_01889,0.49555848566781757
64,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,33.78216666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01891.c,mmp_01891,0.47653249002185566
64,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,XL,32.636500000000005,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01892.c,mmp_01892,0.49326061311721525
2,cores,master,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,32.7201,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01893.c,mmp_01893,0.4920003300723408
2,cores,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,32.71086666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01894.c,mmp_01894,0.49213920756201296
32,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,33.233799999999995,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01896.c,mmp_01896,0.4843954046783696
16,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,XL,20.509233333333327,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01897.c,mmp_01897,0.7849293895269936
4,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,XL,20.532866666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01898.c,mmp_01898,0.7840259356543816
128,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,22.33253333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01900.c,mmp_01900,0.7208452243065423
96,cores,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,21.9,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01901.c,mmp_01901,0.7350821917808219
256,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,23.99043333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01902.c,mmp_01902,0.6710299800059191
192,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,XL,20.389466666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01903.c,mmp_01903,0.7895400239339265
96,sockets,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.1132,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01904.c,mmp_01904,0.8003848219080006
32,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.500566666666668,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01905.c,mmp_01905,0.7852612204215492
128,sockets,close,dynamic, , ,#pragma omp for, ,XL,20.4974,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01906.c,mmp_01906,0.7853825363216798
128,sockets,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,XL,22.3133,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01907.c,mmp_01907,0.7214665692658637
128,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,22.4021,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01908.c,mmp_01908,0.7186067377611919
96,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,21.81656666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01909.c,mmp_01909,0.7378933746067589
128,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,22.2355,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01910.c,mmp_01910,0.7239909154280317
128,threads,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,22.3306,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01911.c,mmp_01911,0.7209076334715591
256,threads,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,24.0603,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01912.c,mmp_01912,0.669081432899839
256,threads,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,XL,24.16313333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01913.c,mmp_01913,0.6662339597237665
256,sockets,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,19.967766666666662,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01914.c,mmp_01914,0.8062143487921367
192,cores,close,static, ,#pragma unroll,#pragma omp for, ,XL,20.2065,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01915.c,mmp_01915,0.7966891841734095
32,sockets,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.4838,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01916.c,mmp_01916,0.7859039826594675
16,cores,master,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.649566666666672,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01918.c,mmp_01918,0.7795950520349899
16,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.695,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01919.c,mmp_01919,0.7778835467504227
256,cores,close,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,24.17016666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01920.c,mmp_01920,0.6660400907454781
256,cores,close,static, , ,#pragma omp for, ,XL,20.601566666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01921.c,mmp_01921,0.7814114460550734
256,cores,spread,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,24.13403333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01922.c,mmp_01922,0.6670372820677853
256,cores,master,static,#pragma omp parallel for, ,#pragma omp for, ,XL,23.72763333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01923.c,mmp_01923,0.6784621025555295
256,cores,spread,static,#pragma omp parallel for, ,#pragma omp for, ,XL,23.732266666666664,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01924.c,mmp_01924,0.6783296440289451
192,cores,master,static,#pragma omp parallel for, ,#pragma omp for, ,XL,23.32676666666667,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01928.c,mmp_01928,0.690121362726367
256,cores,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.508166666666664,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01929.c,mmp_01929,0.7849702151175548
256,cores,master,static, , ,#pragma omp for, ,XL,20.555733333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01930.c,mmp_01930,0.7831537673187691
192,cores,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.123966666666664,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01933.c,mmp_01933,0.7999566023265791
256,cores,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.438266666666664,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01934.c,mmp_01934,0.7876548565762264
256,cores,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.557966666666672,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01935.c,mmp_01935,0.7830686886997577
96,cores,master,static, , ,#pragma omp for, ,XL,20.59083333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01936.c,mmp_01936,0.781818770488486
8,cores,close,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.619633333333336,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01937.c,mmp_01937,0.7807267830498116
48,cores,master,static, , ,#pragma omp for nowait, ,XL,20.632033333333336,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01938.c,mmp_01938,0.7802575606540636
8,sockets,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.4544,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01939.c,mmp_01939,0.7870335966833542
48,cores,master,static, , ,#pragma omp for, ,XL,20.525966666666665,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01940.c,mmp_01940,0.7842894934708718
256,threads,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.582466666666672,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01942.c,mmp_01942,0.7821365757910451
256,threads,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,24.1968,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01943.c,mmp_01943,0.6653069827415194
192,cores,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.588133333333328,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01944.c,mmp_01944,0.7819213009435857
256,cores,spread,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,24.269966666666665,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01946.c,mmp_01946,0.6633012818311795
256,cores,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,23.68913333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01948.c,mmp_01948,0.6795647512080082
192,cores,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.073566666666668,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01949.c,mmp_01949,0.8019651050220271
256,cores,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,21.089233333333336,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01951.c,mmp_01951,0.7633421161192834
256,cores,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,XL,20.5834,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01954.c,mmp_01954,0.7821011106036903
16,threads,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.5166,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01955.c,mmp_01955,0.7846475536882328
96,cores,master,static, , ,#pragma omp for nowait, ,XL,20.4888,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01956.c,mmp_01956,0.7857121939791495
96,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,21.592233333333336,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01957.c,mmp_01957,0.7455597460197878
256,sockets,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.54993333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01958.c,mmp_01958,0.7833748041356178
256,threads,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.543233333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01962.c,mmp_01962,0.7836302951336773
192,sockets,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,XL,20.50773333333333,bliss_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_01963.c,mmp_01963,0.7849868017268282
