objective,p0,p1,p2,p3,p4,p5,p6,p7,p8
1.2769033333333335,64,800,#pragma clang loop unrolling full, ,16,128,80,disabled,sockets
1.4090116666666666,64,100, ,#pragma omp parallel for,8,96,10,none,threads
1.2677016666666667,256,100,#pragma clang loop unrolling full, ,2,128,200,compact,cores
1.1740783333333333,48,1000,#pragma clang loop unrolling full, ,96,32,128,compact,cores
1.2781933333333335,48,800,#pragma clang loop unrolling full, ,96,32,128,compact,cores
1.1753883333333333,48,1000,#pragma clang loop unrolling full, ,96,4,128,compact,cores
1.25711,48,1000,#pragma clang loop unrolling full, ,96,32,128,compact,sockets
1.0891816666666667,48,1000, , ,96,32,128,compact,cores
1.1603549999999998,48,1000, , ,32,32,128,compact,cores
1.2693066666666668,48,640, ,#pragma omp parallel for,96,32,128,compact,threads
2.678596666666667,4,1000, , ,96,32,10,compact,cores
1.551243333333333,8,1000, , ,96,32,128,compact,threads
1.29081,48,1000, , ,4,32,128,balanced,sockets
1.1248300000000002,48,1000, , ,96,32,160,compact,cores
1.1842216666666667,48,1000, , ,96,32,128,compact,sockets
1.1871683333333334,48,1000, , ,96,32,128,compact,threads
1.1722266666666668,48,1000, , ,96,32,80,compact,cores
1.20591,48,1000, ,#pragma omp parallel for,96,32,40,compact,cores
1.2128400000000001,48,1600, ,#pragma omp parallel for,96,32,128,compact,cores
1.2777466666666666,48,1000, , ,96,32,128,none,cores
1.2674933333333334,48,400, , ,96,32,128,compact,cores
1.3192516666666667,48,2000, ,#pragma omp parallel for,96,32,128,compact,cores
1.4608933333333332,256,100, , ,4,32,128,compact,cores
1.2893883333333334,48,1000, , ,96,256,128,compact,cores
1.4870783333333335,32,1000, , ,96,32,128,compact,cores
1.324775,48,200, , ,96,8,128,compact,cores
1.1925683333333335,48,1000, , ,96,32,128,balanced,threads
1.196913333333333,48,1280, , ,96,96,80,compact,cores
1.2037633333333333,48,1000, ,#pragma omp parallel for,128,32,128,compact,sockets
1.1991183333333333,48,1000, , ,16,32,128,compact,cores
1.2081716666666669,48,100, , ,96,32,128,compact,cores
1.284535,48,1000, , ,96,32,128,balanced,cores
1.60017,128,1000, , ,96,32,100,compact,cores
1.1140683333333332,48,1000, ,#pragma omp parallel for,96,32,128,compact,cores
1.2763916666666666,48,2000, , ,128,32,160,compact,cores
1.2236183333333333,48,1000,#pragma clang loop unrolling full,#pragma omp parallel for,96,32,100,compact,cores
1.1855216666666666,48,1000, , ,96,32,40,compact,cores
1.2502183333333334,48,640, , ,96,32,128,compact,cores
1.3088283333333333,48,200, , ,96,32,160,compact,cores
1.914761666666667,192,1000, , ,96,32,128,compact,cores
1.5306216666666668,8,1000, , ,96,32,128,compact,cores
1.104415,48,1000, ,#pragma omp parallel for,4,128,128,compact,sockets
1.3032833333333331,64,1000, , ,96,32,100,compact,cores
1.5150833333333333,192,1000, , ,96,256,128,explicit,cores
4.48262,2,1000, , ,16,32,128,compact,cores
1.2212933333333333,48,200, , ,16,32,128,compact,cores
1.2096133333333332,48,1000, , ,8,32,128,compact,cores
1.21049,48,400, , ,96,64,128,compact,cores
1.1301083333333333,48,1000, , ,96,32,160,compact,sockets
1.3538666666666666,128,1000, , ,96,64,40,compact,sockets
1.2549399999999997,48,1000, , ,96,32,20,balanced,cores
1.243685,48,1000, , ,2,32,128,disabled,cores
2.8107450000000003,4,1000, , ,96,32,128,compact,cores
1.3328933333333335,48,1000, , ,8,4,128,none,cores
1.233585,128,400, , ,96,32,128,compact,cores
0.8988349999999999,16,1000, , ,96,256,128,compact,cores
0.8828183333333334,16,1000, , ,96,256,128,compact,threads
0.8445783333333333,16,1000, , ,128,256,128,compact,cores
1.6424349999999999,256,1000,#pragma clang loop unrolling full,#pragma omp parallel for,96,256,128,compact,cores
4.498338333333334,2,1000, , ,32,256,128,compact,cores
0.8958433333333332,16,1000, , ,128,256,10,compact,cores
0.8502733333333334,16,1000, , ,4,256,128,compact,cores
0.8567633333333333,16,1000, , ,128,128,40,compact,cores
0.8480183333333332,16,400, , ,128,256,128,compact,cores
0.7976800000000001,16,1600,#pragma clang loop unrolling full, ,128,256,128,compact,cores
0.9136933333333334,16,1000,#pragma clang loop unrolling full, ,64,256,128,compact,cores
1.4987216666666665,192,1000, , ,128,256,128,compact,cores
1.7831833333333333,256,1000, , ,128,256,128,compact,cores
4.654669999999999,2,1600,#pragma clang loop unrolling full, ,128,256,128,none,cores
2.743698333333333,4,1600,#pragma clang loop unrolling full, ,128,256,128,compact,cores
1.3583083333333332,48,1600,#pragma clang loop unrolling full, ,128,4,128,compact,cores
