p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,predicted,elapsed_sec
48,100, , ,64,8,160,balanced,cores,1.60006,0.03100619727127052,27.96244215965271
32,100, ,#pragma omp parallel for,16,32,128,balanced,cores,1.2999749999999999,0.031714519850316814,54.956823110580444
32,100, , ,16,256,20,balanced,cores,1.5996199999999998,0.0472590854273548,82.25950264930725
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,10,balanced,threads,0.935825,0.06195669361370171,105.04680442810059
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,4,2,160,balanced,cores,1.346075,0.06350353117179053,131.1579213142395
48,100, ,#pragma omp parallel for,256,64,128,balanced,cores,0.997525,0.06417373276381488,155.15719318389893
64,100,#pragma clang loop unrolling full, ,128,64,10,balanced,cores,1.553185,0.08084487656172101,182.69309496879578
32,100, ,#pragma omp parallel for,2,8,10,disabled,cores,1.449095,0.08118929348590198,209.15805411338806
48,100,#pragma clang loop unrolling full, ,4,64,200,compact,cores,1.1908349999999999,0.08198865454628423,232.7619926929474
64,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,64,10,balanced,cores,1.15042,0.08515358065814982,257.6150612831116
64,100,#pragma clang loop unrolling full, ,32,4,128,balanced,threads,1.459445,0.08771343857832281,283.69976687431335
48,200,#pragma clang loop unrolling full,#pragma omp parallel for,64,32,100,balanced,threads,1.027285,0.08905286300838966,307.97032022476196
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,160,balanced,cores,1.52796,0.08965319904109781,334.2625138759613
32,100, , ,128,96,64,balanced,cores,1.601405,0.09163458542243286,361.25962686538696
32,100, ,#pragma omp parallel for,96,2,100,compact,cores,1.198005,0.09225877691368167,385.59567284584045
64,100,#pragma clang loop unrolling full, ,64,32,128,balanced,cores,1.416665,0.09245313015796941,411.7640800476074
48,100, , ,64,64,100,balanced,cores,1.38063,0.09324052212608558,437.85842275619507
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,256,32,100,balanced,cores,0.95,0.09893316106970973,462.55807065963745
32,100, ,#pragma omp parallel for,96,64,100,balanced,cores,1.167805,0.10440200927326981,488.1868267059326
64,100,#pragma clang loop unrolling full, ,256,4,128,balanced,cores,1.44882,0.10825881952931593,514.074821472168
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,20,balanced,cores,1.293985,0.10918335560426673,539.9565215110779
32,100, , ,64,4,40,balanced,cores,1.49993,0.11064839810757543,566.3597333431244
32,100, ,#pragma omp parallel for,256,32,128,balanced,cores,0.89943,0.11077414768924476,591.3583743572235
48,100,#pragma clang loop unrolling full, ,256,4,128,compact,cores,1.1210200000000001,0.11150989365867614,614.7072172164917
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,8,256,128,balanced,cores,0.9558150000000001,0.11300963837638878,639.9733347892761
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,8,128,balanced,cores,0.949975,0.1158047425085712,665.0586841106415
64,100,#pragma clang loop unrolling full,#pragma omp parallel for,4,4,200,disabled,sockets,1.230485,0.11653495673171688,690.4833383560181
48,100, , ,16,64,160,balanced,cores,1.463575,0.11696256082472556,716.5849657058716
32,100, ,#pragma omp parallel for,16,16,200,disabled,cores,1.4013900000000001,0.11801350762566887,742.7559583187103
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,16,100,balanced,cores,0.923485,0.11904177021218842,766.2102699279785
32,100,#pragma clang loop unrolling full, ,128,8,64,balanced,cores,0.96199,0.11905925801436812,788.8680531978607
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,96,4,20,balanced,cores,1.148975,0.11933474843312519,815.25643491745
32,200, , ,256,4,160,balanced,cores,1.550005,0.12095445537662519,842.0564835071564
32,100,#pragma clang loop unrolling full, ,8,32,200,balanced,cores,1.598565,0.12223569465433781,869.0592274665833
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,4,64,80,disabled,cores,1.40112,0.1233257516377595,895.0644428730011
32,100,#pragma clang loop unrolling full, ,32,4,100,none,sockets,1.5008400000000002,0.12357189239942346,921.3971154689789
32,100,#pragma clang loop unrolling full, ,32,2,64,disabled,cores,1.529325,0.1242418076032088,947.9640209674835
64,200,#pragma clang loop unrolling full,#pragma omp parallel for,64,8,20,balanced,cores,1.04555,0.12529653453551026,971.4657454490662
32,100, , ,32,64,128,balanced,cores,1.59998,0.1259975402439083,998.2577638626099
64,100, , ,2,16,100,balanced,cores,1.4883199999999999,0.1263702947106834,1024.4582204818726
32,100, ,#pragma omp parallel for,256,16,200,balanced,threads,1.40139,0.12642246484891106,1051.0593581199646
32,100,#pragma clang loop unrolling full, ,8,16,200,balanced,cores,1.532465,0.12867651507222333,1077.6596319675446
64,100,#pragma clang loop unrolling full, ,8,32,10,disabled,cores,1.492045,0.12968466982366178,1104.058972120285
32,100,#pragma clang loop unrolling full, ,32,8,40,balanced,cores,1.499855,0.12980502704609254,1130.7566316127777
32,100,#pragma clang loop unrolling full, ,96,256,10,balanced,cores,1.5985299999999998,0.13045375949935123,1157.5568454265594
48,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,32,10,balanced,sockets,0.903565,0.13056770729504819,1179.695266008377
32,100, ,#pragma omp parallel for,64,4,40,balanced,cores,1.000035,0.1312097593946382,1204.7597870826721
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,4,128,balanced,cores,1.103375,0.13185437189753613,1230.1612062454224
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,16,2,10,balanced,cores,1.251675,0.13217273445863253,1256.156765460968
48,100, , ,16,64,160,balanced,sockets,1.391405,0.13289810402615432,1281.578696489334
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,2,160,balanced,cores,1.163875,0.13311567970101823,1306.7647540569305
48,100, , ,32,32,80,balanced,cores,1.39442,0.13398364095836168,1332.1594393253326
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,2,200,balanced,threads,1.25004,0.13398988895662178,1358.2596411705017
48,100, , ,256,64,80,disabled,cores,1.4956399999999999,0.134686226043215,1384.673166513443
32,100, ,#pragma omp parallel for,256,64,200,balanced,cores,0.86988,0.13497255071743286,1409.557154417038
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,4,64,balanced,sockets,0.999985,0.13598194592656732,1434.9606108665466
