p0,p1,p2,p3,p4,p5,p6,p7,objective,predicted,elapsed_sec
128,threads,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.66413,6.337961554053642,8738.0658390522
16,threads,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.68133,6.337991292820895,8777.666574001312
32,threads,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.74978,6.338021937113174,8817.47706580162
128,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.78951,6.338220328031684,8857.247473239899
128,threads,close,dynamic, , ,#pragma omp for, ,5.64241,6.33856750460656,8896.488057851791
4,cores,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.61377,6.341519893486148,8935.758906364441
32,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for, ,5.69471,6.34166429100288,8975.263454198837
192,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.93716,6.3434350531266475,9015.587800741196
128,threads,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.8821,6.344354706435171,9055.739770650864
192,threads,master,static, , ,#pragma omp for, ,5.73094,6.3448354316040305,9095.427119255066
96,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.60396,6.345695929275138,9135.199914932251
192,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.97219,6.345853865727873,9175.452288150787
4,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.63743,6.346517642914651,9215.178947687149
4,threads,master,dynamic, , ,#pragma omp for nowait, ,5.67122,6.3512113856953505,9255.093876600266
128,cores,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.80653,6.3528625913038965,9295.264020204544
32,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.66936,6.353539356064262,9335.169796466827
192,cores,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.87862,6.355273865704898,9375.63594865799
8,threads,close,static, , ,#pragma omp for nowait, ,5.62153,6.356604649196527,9415.396364927292
192,threads,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.64388,6.35742265238591,9455.031352758408
16,cores,spread,dynamic, , ,#pragma omp for, ,5.61925,6.3638323073122125,9494.299445390701
4,threads,close,dynamic, , ,#pragma omp for, ,5.6806,6.365691432360925,9534.149053812027
192,cores,spread,dynamic, , ,#pragma omp for nowait, ,5.64387,6.371130033488848,9573.837302684784
32,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.68197,6.373765949001438,9613.447190999985
192,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.71047,6.375960683569973,9653.381735086441
4,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.76414,6.379784509875372,9693.283214569092
128,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.81741,6.379933121973431,9732.942902088165
4,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.71386,6.38751161205677,9772.407355308533
4,cores,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.64388,6.38770680877466,9812.058667421341
128,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,5.62083,6.3898528616122,9851.714672803879
2,threads,spread,static, ,#pragma unroll,#pragma omp for nowait, ,5.7307,6.392133479243051,9891.311995267868
128,cores,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.55407,6.392768754463012,9930.552789449692
192,cores,spread,dynamic, , ,#pragma omp for, ,5.64826,6.398760987262641,9970.125167369843
192,cores,close,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.87241,6.398895837138383,10010.20412182808
64,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.82284,6.399145380584738,10050.363271951675
192,threads,master,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.89953,6.401195182648671,10090.661427497864
128,cores,spread,dynamic, , ,#pragma omp for nowait, ,5.68447,6.402003833802906,10130.35500741005
2,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,5.63733,6.403099134544839,10169.791037797928
48,threads,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.7316,6.405515847361848,10209.57730269432
48,threads,spread,static, , ,#pragma omp for nowait, ,5.64785,6.411280918996327,10248.935319662094
16,cores,close,dynamic, , ,#pragma omp for nowait, ,5.73346,6.417826968067087,10288.591407060623
2,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.59313,6.41928606474487,10327.93851351738
256,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.964,6.422465316005345,10368.369793891907
192,threads,spread,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.85072,6.423364742051659,10408.606267690659
32,threads,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.64698,6.423397552977236,10448.138365268707
192,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.93111,6.43005514085892,10488.535103321075
192,cores,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.84978,6.432601874549272,10528.994867801666
16,sockets,master,static, , ,#pragma omp for nowait, ,5.70414,6.437228384090495,10568.41599035263
192,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.63031,6.440450048085848,10607.709083080292
128,threads,spread,static, , ,#pragma omp for, ,5.75834,6.446096691992198,10650.635860681534
128,cores,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.742,6.457033230008286,10690.722767591476
4,threads,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.66195,6.48050157770008,10730.185760259628
32,cores,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.69947,6.496218542496317,10769.704615354538
192,threads,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.74211,6.4971754466930225,10809.482750177383
192,cores,master,static, ,#pragma unroll (6),#pragma omp for, ,5.6285,6.504799378933447,10848.75640821457
4,cores,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.76132,6.558188351461746,10888.528063297272
4,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.71453,6.017919494836962,10928.184552907944
16,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,5.69164,6.042882686238078,10967.771683454514
4,threads,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.6155,6.070115378017764,11006.871239423752
4,cores,spread,static, , ,#pragma omp for, ,5.57533,6.077004206586661,11045.951295852661
2,cores,close,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.63685,6.083211412288595,11085.689141511917
4,cores,master,static, ,#pragma unroll,#pragma omp for, ,5.6039,6.084023374547645,11125.249943971634
48,threads,close,dynamic, , ,#pragma omp for, ,5.54772,6.087222232037752,11164.725098609924
96,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.74803,6.087563163194966,11204.397913694382
16,threads,spread,dynamic, ,#pragma unroll,#pragma omp for, ,5.65369,6.0909423284895015,11243.87271785736
16,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.69129,6.096523768954505,11283.37111544609
4,threads,spread,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.55585,6.102178327890343,11322.782596826553
64,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.591,6.1047257866617795,11361.973859786987
128,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.8168,6.110714073327523,11402.050835371017
128,cores,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.86645,6.112016317061395,11441.996101617813
4,threads,spread,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.66034,6.114508472813415,11481.675058364868
32,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.66451,6.115099650254697,11521.30886888504
256,cores,spread,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.57397,6.121126166678549,11560.699759244919
4,cores,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.63164,6.123983182156978,11600.146606206894
32,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.67599,6.129005890084089,11640.152679681778
192,sockets,spread,dynamic, , ,#pragma omp for, ,5.72612,6.129085796610603,11679.678725481033
128,cores,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.80226,6.132094421470798,11719.543738365173
16,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.51643,6.134154564403435,11758.986681222916
128,cores,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.69216,6.138740000079865,11798.7543592453
96,cores,spread,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.68083,6.1394326173493985,11838.057150363922
8,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.72269,6.140182607205443,11877.767231941223
4,threads,master,dynamic, ,#pragma unroll,#pragma omp for, ,5.63927,6.144555267977998,11917.01311802864
