p0,p1,p2,p3,p4,p5,p6,p7,objective,predicted,elapsed_sec
128,cores,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.81267,6.173136817039465,1812.7025594711304
96,threads,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.78124,6.174803851656396,1853.0564334392548
32,threads,master,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.68337,6.174842256002881,1892.6861610412598
32,cores,master,static, , ,#pragma omp for nowait, ,5.56957,6.1750830065368,1932.26340341568
4,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.53789,6.176393988553878,1971.5072314739227
4,cores,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.58018,6.177654936135744,2010.9846909046173
8,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.94286,6.177772643602536,2052.889838695526
16,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.79976,6.180463494922071,2094.4744980335236
192,cores,spread,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.65143,6.180938257820051,2135.332705259323
192,threads,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.63918,6.182168498118818,2175.2915456295013
2,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70883,6.1825322410594215,2215.3010261058807
192,cores,spread,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.61937,6.183117654061032,2254.9309384822845
4,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.56277,6.183538206101795,2294.4140000343323
192,cores,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.83466,6.183543263443968,2334.553074121475
192,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.99409,6.183649530964932,2374.846956729889
48,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.66268,6.183955680245223,2414.6208922863007
256,cores,master,static, ,#pragma unroll (6),#pragma omp for, ,5.66503,6.18396122374789,2454.243053674698
32,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.57199,6.184872275588031,2493.69437456131
96,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.75837,6.186448241371644,2533.8748230934143
192,cores,spread,static, ,#pragma unroll,#pragma omp for nowait, ,5.60736,6.187267068495779,2573.3841350078583
96,threads,spread,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.6795,6.187734114674759,2613.1494591236115
128,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.78111,6.187834200124952,2653.34037399292
32,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.67053,6.188839937225988,2692.940848350525
4,threads,spread,static, ,#pragma unroll,#pragma omp for, ,5.65634,6.188892186629895,2732.433666706085
4,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.76097,6.189034013269593,2772.2751615047455
64,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.61707,6.190872767815571,2812.049255132675
128,threads,master,dynamic, , ,#pragma omp for nowait, ,5.61677,6.190942411202925,2851.4492678642273
8,cores,master,dynamic, , ,#pragma omp for, ,5.70987,6.193119750699685,2891.1913244724274
128,cores,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.66299,6.19376402246384,2930.5689809322357
256,sockets,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.57189,6.194012929122258,2971.9560375213623
128,cores,spread,static, ,#pragma unroll,#pragma omp for nowait, ,5.62659,6.197318964523179,3011.591920375824
128,threads,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.66808,6.198127713738056,3051.580579519272
4,cores,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.62456,6.200772108690762,3091.432114839554
128,cores,close,static, ,#pragma unroll,#pragma omp for, ,5.52526,6.2018963944094345,3130.855349302292
16,threads,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.73862,6.204540146874752,3170.42014336586
128,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.48303,6.206014120156774,3209.962779045105
4,cores,spread,static, , ,#pragma omp for, ,5.64361,6.206440246825731,3249.47442483902
192,cores,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.86089,6.2064986575340235,3289.6819698810577
192,threads,master,static, ,#pragma unroll,#pragma omp for, ,5.60846,6.208462218218422,3329.420017719269
128,cores,master,static, ,#pragma unroll,#pragma omp for, ,5.52831,6.20951069356706,3368.7940335273743
4,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.71992,6.2095232124472135,3408.256660938263
8,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.6394,6.20957325195787,3447.8600912094116
128,sockets,spread,static, , ,#pragma omp for, ,5.48739,6.211333269507373,3486.9958395957947
16,cores,master,static, , ,#pragma omp for nowait, ,5.61296,6.213092012014194,3526.7277829647064
128,threads,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.64707,6.213921925733574,3566.8324546813965
2,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.6218,6.214154025971806,3607.129090309143
128,cores,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.83378,6.214887558860069,3649.2522621154785
192,threads,spread,static, ,#pragma unroll,#pragma omp for, ,5.69896,6.215259417434507,3689.003496170044
4,cores,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.69983,6.215607475022919,3728.7899885177612
256,cores,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,6.01968,6.2161712415413835,3769.3220088481903
8,cores,spread,static, ,#pragma unroll,#pragma omp for nowait, ,5.74417,6.21633909970182,3809.159230709076
128,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.74888,6.216910946497249,3848.7512896060944
192,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,6.00525,6.219121685522995,3889.3229146003723
192,cores,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.95297,6.219871233090089,3929.8042228221893
192,cores,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.93922,6.220219013501987,3970.0895981788635
4,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.65265,6.220551187909638,4009.501179933548
4,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70129,6.222460210029043,4049.215272665024
4,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.68936,6.222560540895952,4088.6919000148773
128,threads,close,dynamic, , ,#pragma omp for, ,5.72654,6.2241133538299644,4128.521509885788
4,cores,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.69423,6.224788648402842,4168.408214092255
192,cores,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.83637,6.225554417539651,4208.203778266907
64,cores,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.72086,6.22602380083133,4247.8603079319
192,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.83884,6.226809775898816,4287.9319896698
32,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,5.59867,6.2269055329626,4327.729013204575
256,cores,spread,dynamic, , ,#pragma omp for nowait, ,5.62479,6.227520144674657,4367.344704627991
128,cores,spread,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.65657,6.227775245164775,4406.8283495903015
8,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,5.70058,6.227885722922935,4446.429448127747
192,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.86336,6.229236211497767,4486.55967259407
192,cores,master,static, , ,#pragma omp for nowait, ,5.56708,6.23024446037996,4526.15748000145
192,sockets,close,static, ,#pragma unroll,#pragma omp for, ,5.66548,6.232347739272208,4566.1408586502075
128,cores,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.74615,6.232931873009431,4606.306946754456
32,cores,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.64457,6.23340700716663,4646.093626499176
128,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.74973,6.233489753805349,4686.409317493439
128,cores,spread,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70999,6.235156943252527,4726.323409795761
32,cores,master,dynamic, , ,#pragma omp for, ,5.75053,6.235928896816252,4766.1252908706665
16,cores,spread,dynamic, , ,#pragma omp for, ,5.83954,6.237655477207311,4806.227744579315
32,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.79455,6.238774973854257,4845.859602212906
32,threads,master,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.51203,6.239528506243197,4885.055422067642
4,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.70241,6.240276416897655,4924.713825941086
64,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.63438,6.24049104998384,4964.4090967178345
64,threads,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.60692,6.240808550256666,5004.327743053436
64,cores,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70798,6.241371146417838,5043.87225818634
192,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.9573,6.2416688379441885,5084.278608322144
4,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.70068,6.243435247762999,5124.16707777977
48,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.75287,6.245660525532969,5163.954162597656
16,threads,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.6071,6.246877404976614,5203.174040317535
96,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.78394,6.247198018341469,5242.935376167297
128,threads,spread,static, ,#pragma unroll,#pragma omp for nowait, ,5.69127,6.248808339001694,5282.6150097846985
192,cores,spread,static, , ,#pragma omp for, ,5.71219,6.249184690816088,5322.18567442894
16,cores,master,dynamic, ,#pragma unroll,#pragma omp for, ,5.6466,6.251773043903752,5361.747744321823
16,threads,master,static, ,#pragma unroll,#pragma omp for, ,5.69357,6.251987082915686,5401.203921556473
16,threads,master,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.67371,6.252070457212153,5440.962482213974
4,threads,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.6205,6.253389118046414,5480.543806314468
32,threads,master,static, ,#pragma unroll (6),#pragma omp for nowait, ,5.70012,6.253886996203248,5520.255600452423
32,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.71051,6.254226779085747,5559.864153623581
4,threads,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.68024,6.255146458484484,5599.5213804244995
192,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.89496,6.255540080471702,5640.052866697311
128,cores,master,static,#pragma omp parallel for, ,#pragma omp for, ,5.80234,6.2555679546911,5679.665113210678
4,sockets,spread,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.69278,6.256841297581105,5719.189120531082
192,threads,spread,dynamic, , ,#pragma omp for, ,5.70634,6.260668857783858,5758.759915828705
192,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.89879,6.261676605439561,5799.133431196213
48,cores,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.63873,6.26254823660945,5838.787455797195
32,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.65384,6.262580730397235,5878.4280397892
128,threads,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.76743,6.263195931767334,5918.596266508102
128,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.81024,6.26450896006898,5958.860838890076
192,cores,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.64719,6.264584051978914,5998.39732170105
128,threads,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.63902,6.265224896405705,6037.874866724014
4,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.64792,6.266117376561203,6077.307881116867
256,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,6.01361,6.266220957443153,6117.934270143509
2,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.54118,6.266255513409377,6157.369750022888
16,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.70516,6.267169627687459,6196.961443901062
32,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.67973,6.2673253542778005,6236.543960094452
128,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,5.64966,6.2673773710832075,6275.807233095169
128,cores,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.64819,6.269628363535119,6315.351972103119
16,cores,master,static, , ,#pragma omp for, ,5.70372,6.271130026871413,6355.2088968753815
32,cores,master,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.64204,6.272484675292766,6395.079416751862
128,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.80746,6.2727968426045475,6435.034932613373
32,threads,spread,static, ,#pragma unroll,#pragma omp for, ,5.68354,6.27408846325183,6474.533408164978
4,threads,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.65744,6.276264191527012,6513.628203392029
128,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.92364,6.277255558460474,6553.784507274628
128,threads,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.54085,6.2777507578469,6593.985197067261
128,cores,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.66523,6.2786585020439585,6633.743305921555
64,cores,spread,dynamic, , ,#pragma omp for, ,5.59551,6.279192650835961,6673.662467718124
32,cores,spread,static, , ,#pragma omp for, ,5.48479,6.279249877956774,6713.204122066498
4,cores,master,static, , ,#pragma omp for, ,5.70549,6.279925216083669,6752.57901597023
192,cores,spread,dynamic, , ,#pragma omp for, ,5.5322,6.281038745281846,6792.151029348373
64,sockets,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.71167,6.2815934407729355,6831.778714418411
32,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.50276,6.281968730552922,6871.093121767044
192,cores,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.65885,6.283344103081863,6910.6127576828
32,cores,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.71337,6.283936705852054,6950.413809537888
192,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.55283,6.284091323781704,6990.157932519913
96,cores,master,dynamic, ,#pragma unroll,#pragma omp for, ,5.63579,6.284911873462411,7030.047792434692
16,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.57347,6.285003692121421,7069.244301557541
16,cores,spread,static, , ,#pragma omp for nowait, ,5.63081,6.286047469943044,7108.921292543411
16,cores,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.60718,6.287447410773593,7148.59388422966
192,sockets,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.76047,6.287593950089665,7188.291642904282
4,threads,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.49143,6.29084087541905,7227.215991258621
128,cores,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.61259,6.291591444256419,7266.70925951004
192,cores,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.52598,6.292660274956901,7306.472654342651
4,cores,spread,static, , ,#pragma omp for nowait, ,5.60756,6.292972481494153,7345.93018078804
16,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.67209,6.293370590295815,7385.241138458252
16,cores,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.63704,6.29366140613136,7424.640997648239
32,threads,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.59428,6.294063880837058,7464.424644708633
192,cores,close,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.89049,6.297048025254748,7504.897699356079
128,sockets,master,dynamic, , ,#pragma omp for nowait, ,5.60957,6.29758117203936,7544.298633337021
128,cores,spread,static, ,#pragma unroll,#pragma omp for, ,5.61607,6.300119154176453,7583.649985790253
16,cores,spread,static, , ,#pragma omp for, ,5.63527,6.3010885917709505,7623.358209133148
128,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.83012,6.301211669282907,7663.583441257477
4,threads,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.60687,6.302415283337414,7702.861591100693
32,cores,master,dynamic, , ,#pragma omp for nowait, ,5.65447,6.30317870869223,7742.489596128464
48,cores,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.61095,6.305766912015999,7782.021409988403
32,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.62813,6.306428248414651,7821.57448554039
128,threads,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.57986,6.308853711697396,7860.951744556427
256,threads,close,static, , ,#pragma omp for, ,5.71742,6.310329648269376,7900.498378753662
192,threads,spread,static, ,#pragma unroll (6),#pragma omp for, ,5.62212,6.31062904280526,7939.897522926331
256,cores,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.60459,6.314487631641995,7979.317370176315
128,threads,master,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.74553,6.314666892542037,8018.923552036285
128,cores,master,static, ,#pragma unroll (6),#pragma omp for nowait, ,5.5765,6.314708146830857,8058.176394224167
48,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,5.68724,6.315066823527845,8097.425596952438
128,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.60592,6.316612737963585,8138.978392839432
128,threads,master,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.59867,6.317336498224339,8178.958555936813
192,threads,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.703,6.318589331981762,8219.288076877594
128,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.6123,6.319014444608438,8259.212751150131
64,threads,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.81941,6.320354835669608,8299.215881586075
32,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.63878,6.321677744596647,8338.732835531235
192,threads,master,static,#pragma omp parallel for, ,#pragma omp for, ,5.80004,6.322387062924761,8378.790971279144
128,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.77855,6.324686170188844,8418.768365621567
192,threads,master,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.86359,6.325015152849035,8458.813327789307
32,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.70263,6.328531589461765,8498.215629816055
192,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.64383,6.3288737511108755,8537.579319477081
128,threads,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.86354,6.3313001179465225,8577.586585521698
128,sockets,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.64297,6.334749028006676,8617.310241937637
32,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.67883,6.334772484211319,8657.003015041351
128,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.83376,6.334904181494265,8697.072409629822
