p0,p1,p2,p3,p4,p5,p6,p7,p8,size,objective,source,id,filename,speedup
48,200,#pragma clang loop unrolling full, ,64,16,100,compact,sockets,L,4.625225,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_530.c,mmp_530,0.9518261273775869
48,200,#pragma clang loop unrolling full, ,8,16,160,compact,sockets,L,4.78294,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_531.c,mmp_531,0.9204401476915871
48,200, , ,16,64,100,explicit,sockets,L,4.603630000000001,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_532.c,mmp_532,0.9562910138303902
48,100, , ,128,16,80,disabled,sockets,L,4.639605,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_533.c,mmp_533,0.9488760357832184
48,1000, ,#pragma omp parallel for,128,8,200,compact,sockets,L,4.66638,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_534.c,mmp_534,0.9434315250793976
48,1000, ,#pragma omp parallel for,128,8,128,disabled,sockets,L,4.682695000000002,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_535.c,mmp_535,0.9401445107998702
48,100, ,#pragma omp parallel for,128,4,200,disabled,sockets,L,4.601595,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_536.c,mmp_536,0.9567139220205169
48,400, ,#pragma omp parallel for,8,4,40,disabled,sockets,L,4.740475,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_537.c,mmp_537,0.9286854165458103
48,800, ,#pragma omp parallel for,128,64,200,disabled,sockets,L,4.777075,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_538.c,mmp_538,0.9215702077107853
48,640,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,128,compact,sockets,L,4.80671,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_539.c,mmp_539,0.915888414320814
48,1600, , ,256,96,200,none,threads,L,4.910489999999999,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_540.c,mmp_540,0.8965317106846772
48,400, , ,96,96,200,disabled,threads,L,4.678155,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_541.c,mmp_541,0.9410568910179332
48,1000, ,#pragma omp parallel for,2,64,200,explicit,threads,L,4.7316150000000015,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_542.c,mmp_542,0.9304243899810104
48,1000,#pragma clang loop unrolling full, ,16,2,100,disabled,threads,L,4.676235,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_543.c,mmp_543,0.9414432764820415
48,2000, , ,96,64,100,disabled,threads,L,4.83396,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_544.c,mmp_544,0.9107253680212496
48,200,#pragma clang loop unrolling full, ,16,4,100,disabled,threads,L,4.59367,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_545.c,mmp_545,0.9583644449862527
48,200, , ,16,64,128,scatter,threads,L,4.639245,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_546.c,mmp_546,0.9489496674566659
48,1000,#pragma clang loop unrolling full, ,64,16,40,compact,threads,L,4.6708300000000005,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_547.c,mmp_547,0.9425326976147707
48,400, , ,16,64,160,disabled,cores,L,4.671889999999999,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_548.c,mmp_548,0.9423188474043696
16,1000,#pragma clang loop unrolling full, ,4,32,20,balanced,threads,L,6.4494500000000015,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_549.c,mmp_549,0.6826023924520693
48,1600,#pragma clang loop unrolling full, ,16,2,100,disabled,cores,L,4.77446,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_550.c,mmp_550,0.9220749571679309
48,200,#pragma clang loop unrolling full, ,16,64,80,none,cores,L,4.76863,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_551.c,mmp_551,0.9232022614461596
48,1000, ,#pragma omp parallel for,128,64,10,compact,threads,L,4.650029999999999,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_552.c,mmp_552,0.9467487306533507
48,1280, , ,8,64,10,disabled,threads,L,4.671975,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_553.c,mmp_553,0.9423017032411346
48,200,#pragma clang loop unrolling full, ,64,256,10,scatter,sockets,L,4.6200100000000015,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_554.c,mmp_554,0.9529005348473268
48,200, , ,4,16,64,disabled,cores,L,4.619885,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_555.c,mmp_555,0.9529263174299792
48,2000, , ,16,8,200,compact,cores,L,4.76854,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_556.c,mmp_556,0.9232196856899596
48,200, , ,128,256,40,disabled,cores,L,4.688675,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_557.c,mmp_557,0.9389454376769556
48,200, , ,16,2,200,disabled,cores,L,4.69549,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_558.c,mmp_558,0.9375826591048004
48,1000,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,128,compact,cores,L,4.663575,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_559.c,mmp_559,0.943998970746691
48,1000, ,#pragma omp parallel for,256,64,80,compact,cores,L,4.7559000000000005,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_560.c,mmp_560,0.9256733741247711
32,1000,#pragma clang loop unrolling full, ,4,256,64,balanced,threads,L,4.625954999999999,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_561.c,mmp_561,0.9516759242145677
48,640, , ,128,16,10,disabled,cores,L,4.7189,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_562.c,mmp_562,0.9329314035050541
32,1000,#pragma clang loop unrolling full,#pragma omp parallel for,4,64,20,balanced,threads,L,4.616630000000002,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_563.c,mmp_563,0.9535981874224267
48,1280, , ,64,256,128,disabled,sockets,L,4.6720950000000006,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_564.c,mmp_564,0.9422775007785584
48,1280, , ,16,8,20,disabled,sockets,L,4.737595,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_565.c,mmp_565,0.9292499675468249
48,800, , ,96,64,10,scatter,threads,L,4.665085,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_566.c,mmp_566,0.9436934160899532
48,200, , ,64,128,128,disabled,cores,L,4.631395,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_567.c,mmp_567,0.9505580931879054
32,1000,#pragma clang loop unrolling full, ,4,8,128,balanced,threads,L,4.587325,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_568.c,mmp_568,0.9596900154229316
48,200, , ,64,32,10,disabled,cores,L,4.626,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_569.c,mmp_569,0.9516666666666665
48,200, ,#pragma omp parallel for,2,128,100,explicit,cores,L,4.72178,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_570.c,mmp_570,0.9323623718174078
32,400,#pragma clang loop unrolling full, ,4,64,128,scatter,threads,L,4.73566,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_571.c,mmp_571,0.9296296609131567
48,200,#pragma clang loop unrolling full, ,4,64,10,disabled,threads,L,4.60933,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_572.c,mmp_572,0.9551084430925969
48,200,#pragma clang loop unrolling full, ,64,32,160,disabled,threads,L,4.61789,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_573.c,mmp_573,0.9533379963576438
48,200, , ,64,256,10,disabled,cores,L,4.6956950000000015,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_574.c,mmp_574,0.9375417270499891
48,1280, , ,16,64,128,explicit,threads,L,4.677495,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_575.c,mmp_575,0.9411896752428381
48,1280,#pragma clang loop unrolling full, ,96,8,128,disabled,sockets,L,4.6749800000000015,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_576.c,mmp_576,0.9416960072556456
32,1280,#pragma clang loop unrolling full, ,4,256,100,compact,threads,L,4.67823,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_577.c,mmp_577,0.9410418042721285
48,200,#pragma clang loop unrolling full, ,64,128,64,scatter,cores,L,4.708494999999999,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_578.c,mmp_578,0.9349930285579576
48,200, , ,256,64,10,balanced,sockets,L,4.57803,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_579.c,mmp_579,0.9616385213727301
48,1000,#pragma clang loop unrolling full, ,16,64,10,balanced,threads,L,4.8037100000000015,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_580.c,mmp_580,0.9164604024805824
48,200,#pragma clang loop unrolling full, ,256,64,10,balanced,cores,L,4.686185,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_581.c,mmp_581,0.9394443454537112
32,1280, , ,4,2,160,compact,threads,L,4.709309999999999,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_582.c,mmp_582,0.9348312173120904
48,200,#pragma clang loop unrolling full, ,128,8,10,balanced,sockets,L,4.64709,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_583.c,mmp_583,0.9473476950091346
48,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,10,balanced,threads,L,4.57211,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_584.c,mmp_584,0.9628836576547807
32,1280, , ,8,256,128,balanced,threads,L,4.6097,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_585.c,mmp_585,0.9550317808100309
48,200, ,#pragma omp parallel for,16,128,10,balanced,sockets,L,4.691815,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_586.c,mmp_586,0.9383170478801913
48,640, ,#pragma omp parallel for,256,8,10,balanced,threads,L,4.644,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_587.c,mmp_587,0.9479780361757105
48,200, , ,128,256,10,balanced,threads,L,4.632,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_588.c,mmp_588,0.9504339378238342
48,200, , ,4,2,80,balanced,cores,L,4.6567050000000005,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_589.c,mmp_589,0.9453916449506677
48,200,#pragma clang loop unrolling full, ,256,256,10,balanced,cores,L,4.917745,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_590.c,mmp_590,0.8952090846516034
32,1280,#pragma clang loop unrolling full, ,128,32,100,compact,threads,L,4.994070000000002,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_591.c,mmp_591,0.8815274916050433
32,800,#pragma clang loop unrolling full, ,4,256,80,balanced,threads,L,4.6975050000000005,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_592.c,mmp_592,0.9371804819792633
32,1280,#pragma clang loop unrolling full, ,4,256,80,explicit,threads,L,4.6795,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_593.c,mmp_593,0.9407864088043594
48,200, , ,256,128,160,explicit,threads,L,4.615535,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_594.c,mmp_594,0.9538244212209417
48,200,#pragma clang loop unrolling full, ,16,64,100,scatter,threads,L,4.695,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_595.c,mmp_595,0.9376805111821085
48,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,4,40,explicit,threads,L,4.641245,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_596.c,mmp_596,0.9485407471486638
48,200,#pragma clang loop unrolling full, ,256,2,128,disabled,threads,L,4.611625,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_597.c,mmp_597,0.9546331282357086
32,100, , ,2,256,100,compact,threads,L,4.6725400000000015,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_598.c,mmp_598,0.9421877608324377
48,800,#pragma clang loop unrolling full, ,256,2,128,scatter,threads,L,4.688685,results_rf_l_rsbench,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_599.c,mmp_599,0.9389434350996066
32,800, , ,64,16,160,balanced,cores,XL,9.411565,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_600.c,mmp_600,1.0077064760217882
48,100, , ,8,32,20,disabled,sockets,XL,9.497805,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_601.c,mmp_601,0.9985565085827726
48,100, , ,4,256,20,disabled,threads,XL,9.43075,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_602.c,mmp_602,1.0056564960369005
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,8,32,64,balanced,sockets,XL,9.417465,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_603.c,mmp_603,1.0070751523897354
64,100, , ,128,16,128,disabled,sockets,XL,9.487455,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_604.c,mmp_604,0.9996458481225997
48,1280, ,#pragma omp parallel for,256,8,160,disabled,sockets,XL,9.45768,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_605.c,mmp_605,1.002792968254371
32,100,#pragma clang loop unrolling full, ,2,128,64,disabled,sockets,XL,9.426675,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_606.c,mmp_606,1.00609122516688
64,100, , ,8,256,200,explicit,sockets,XL,9.36812,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_607.c,mmp_607,1.0123797517538204
48,1280,#pragma clang loop unrolling full, ,96,2,128,disabled,sockets,XL,9.45699,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_608.c,mmp_608,1.002866133939023
48,100,#pragma clang loop unrolling full, ,32,64,10,disabled,sockets,XL,9.362965,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_609.c,mmp_609,1.0129371411726946
48,100,#pragma clang loop unrolling full, ,32,4,64,disabled,sockets,XL,9.451045,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_610.c,mmp_610,1.0034969677956247
48,100, , ,256,256,160,balanced,cores,XL,9.42301,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_611.c,mmp_611,1.0064825358351526
48,100, , ,96,256,200,disabled,sockets,XL,9.465765,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_612.c,mmp_612,1.0019364520458727
48,100, , ,128,32,128,disabled,sockets,XL,9.388785,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_613.c,mmp_613,1.0101514732736983
64,100,#pragma clang loop unrolling full, ,256,64,80,explicit,threads,XL,9.47631,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_614.c,mmp_614,1.000821522301402
48,100, ,#pragma omp parallel for,128,4,160,disabled,threads,XL,9.445365,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_615.c,mmp_615,1.0041004238586861
32,100, , ,128,2,160,compact,cores,XL,9.486485,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_616.c,mmp_616,0.9997480626385853
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,64,20,disabled,sockets,XL,9.424995,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_617.c,mmp_617,1.006270560355735
48,100, ,#pragma omp parallel for,2,64,200,compact,sockets,XL,9.486665,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_618.c,mmp_618,0.9997290934169173
32,100, ,#pragma omp parallel for,128,8,20,disabled,sockets,XL,9.361705,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_619.c,mmp_619,1.0130734732615478
64,100, , ,64,64,64,disabled,threads,XL,9.44976,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_620.c,mmp_620,1.0036334256108093
32,100, , ,96,4,128,disabled,cores,XL,9.3493,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_621.c,mmp_621,1.014417656936883
64,100, ,#pragma omp parallel for,8,32,200,disabled,threads,XL,9.384605,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_622.c,mmp_622,1.010601405173686
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,4,4,128,compact,threads,XL,9.506095,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_623.c,mmp_623,0.9976856953354664
64,100, , ,256,64,10,disabled,sockets,XL,9.35857,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_624.c,mmp_624,1.0134128397821462
64,100, , ,2,64,10,none,sockets,XL,9.40599,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_625.c,mmp_625,1.0083037511202968
32,100, , ,128,64,160,disabled,cores,XL,9.42069,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_626.c,mmp_626,1.0067303987287555
48,100, , ,2,64,128,disabled,threads,XL,9.46182,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_627.c,mmp_627,1.0023541982409305
64,100,#pragma clang loop unrolling full, ,96,4,20,disabled,sockets,XL,9.427885,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_628.c,mmp_628,1.0059621007256665
32,100, ,#pragma omp parallel for,8,4,64,disabled,sockets,XL,9.430775,rsbench_NO_REFIT_GaussianCopula_XL_9999_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_629.c,mmp_629,1.005653830146515
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,16,64,128,balanced,cores,SM,0.46654,rsbench_NO_REFIT_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_630.c,mmp_630,1.4121833068975866
32,100, , ,32,256,20,disabled,sockets,SM,0.465825,rsbench_NO_REFIT_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_631.c,mmp_631,1.4143508828422693
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,96,2,80,balanced,cores,SM,0.4700800000000001,rsbench_NO_REFIT_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_632.c,mmp_632,1.4015486725663715
32,100, , ,32,8,80,balanced,cores,SM,0.471925,rsbench_NO_REFIT_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_633.c,mmp_633,1.3960692906711873
