p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective,predicted,elapsed_sec
 , , ,4,4,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,8.813215,0.25354051963020674,85.94374370574951
 , , ,50,32,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),3.8012889999999997,0.33675143903620885,125.4251503944397
 , , ,80,100,4, , , , ,2.069108,0.36009575024767226,149.06419372558594
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,100,4, , , , ,2.411265,0.3605273519079479,175.8609299659729
 , , ,4,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,3.7227995,0.4320974634211679,216.6663899421692
 , , ,4,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,3.6264209999999997,0.44662476557630487,257.42159152030945
 , , ,16,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,2.5645135,0.44837391570362417,285.84278202056885
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),7.8013245,0.4524589135901865,362.8125627040863
 , , ,8,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,2.9428185,0.46659422190885513,394.7033762931824
 , , ,16,16,4, , , , ,2.9024140000000003,0.4688973790783717,426.0815496444702
 , , ,100,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),4.077411,0.47466173299527076,468.1606242656708
 , , ,80,100,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),3.8729835,0.47550035498072335,508.1254622936249
 , , ,16,8,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,7.7319895,0.47849202285719583,585.4357395172119
