p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,80,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005384666666666666
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,1024,4, , , , ,0.004384
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,8,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004696833333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004149666666666667
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,8,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005704999999999999
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004333666666666667
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.004914000000000001
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.0042446666666666666
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,256,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.020947499999999997
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,1024, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.020845333333333337
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, , , , ,0.004377333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,50,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.005287833333333333
 , , ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004569333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,256, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.020831166666666664
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,64, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.017662
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, , , , ,0.004191500000000001
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004216
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,256,32, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.013429333333333335
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004481333333333334
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,16,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004628333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,256,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004340666666666666
 , , ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0051295
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,512,512,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.0044895
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,512,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.004804333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.005010666666666667
 , , ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004686333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,256,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.0045425000000000005
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004327666666666666
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,512,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004477166666666666
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,512, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.021107
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,80,100, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.018879
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005235166666666667
 , , ,64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004449333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,1024,4, , , , ,0.0051475
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004599333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,256,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.004489666666666667
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0039335
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,100, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.019068500000000002
 , , ,64,64,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.005047499999999999
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004912166666666666
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004348
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,128, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.020281
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.005207000000000001
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.004813833333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.005178833333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0045323333333333335
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,1024,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004486666666666667
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,64,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.00525
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,80,20, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0084415
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,20, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.008833833333333334
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,2048, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.021071833333333335
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0050915
 , , ,32,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004577
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004988
 , , ,64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004422833333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,4,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0050258333333333335
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004871333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004256166666666667
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,20,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004918166666666667
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,512,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004461166666666666
 , , ,64,1024,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0047325
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004368833333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,1024, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.021089166666666662
