p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective,predicted,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0047480000000000005,0.00015150248123828894,6.434221267700195
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005860499999999999,0.00015151746346281326,12.833331823348999
 , , ,128,16,4, , , , ,0.0049664999999999996,0.00015155201233838766,18.46260118484497
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,100,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005608,0.0001515676670825751,24.836766481399536
 , , ,96,2048,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005203,0.0001515724627118797,30.834757804870605
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0054245000000000005,0.00015181040187411076,37.44346809387207
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.0051944999999999995,0.00015181329379132218,44.075581789016724
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,2048,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.005208,0.00015197017229209332,50.22665452957153
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0060704999999999995,0.0001520619783407434,56.67843008041382
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005451,0.0001520672340064013,62.85216307640076
 , , ,80,80,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0054020000000000006,0.00015210388779894558,69.14819359779358
 , , ,16,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0061945,0.00015219380771275525,75.0748462677002
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0057269999999999995,0.00015225434352692698,81.50825023651123
 , , ,96,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.005567,0.00015230074018340525,87.83796095848083
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.005578,0.00015236678580288134,94.27412843704224
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0057859999999999995,0.0001533361091653241,100.30629324913025
 , , ,4,4,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0055915,0.00015361894449958765,107.68556952476501
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005464500000000001,0.00015362469348729628,113.86923050880432
 , , ,4,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.006076,0.00015386022189342726,120.13368058204651
 , , ,128,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0060295,0.00015398009828275434,125.878502368927
 , , ,16,2048,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005193,0.00015423301212256745,131.5351541042328
 , , ,32,80,4, , , , ,0.005013,0.00015434448040707322,137.75833797454834
 , , ,100,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.00558,0.00015480400369986957,144.07815265655518
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0056430000000000004,0.00015525129545476595,150.53593468666077
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0056115,0.0001566252383674443,156.92489290237427
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005565,0.00015728090208720703,163.37224769592285
 , , ,96,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004708,0.00015738318113667942,169.5662956237793
 , , ,128,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0056145,0.00015765454540848828,175.20036911964417
 , , ,80,80,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0056905,0.0001579632726383783,181.4496293067932
 , , ,100,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004982,0.00015813081473875325,187.8553762435913
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005882500000000001,0.0001581984959752112,193.61242079734802
 , , ,80,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005398,0.00016024796956673275,199.9038279056549
 , , ,16,20,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0057755,0.00016101218348939792,205.807861328125
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,64,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005798,0.0001619901792130302,211.98185539245605
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0053445,0.00016225009237200036,218.29098534584045
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,2048,4, , , , ,0.004641,0.0001634625866585953,224.91758489608765
 , , ,100,20,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.0051045,0.00016777335932333944,232.0510287284851
 , , ,20,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.005603,0.00016869740230855313,238.29533982276917
 , , ,80,2048,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.0046845,0.00017395989219449548,244.41884446144104
