p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective,predicted,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0059115,0.00015150053500721843,6.217752695083618
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0054505000000000005,0.00015150641736555193,12.402493715286255
 , , ,32,16,4, , , , ,0.0052855,0.0001515133190510035,18.26053023338318
 , , ,100,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0053945,0.0001516548085323578,24.48472785949707
 , , ,100,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.005607,0.00015173765994751028,30.76572299003601
 , , ,80,80,4, , , , ,0.0050405,0.0001517518927027161,37.011985301971436
 , , ,16,64,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0055575,0.0001518386478571727,43.33905577659607
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0057929999999999995,0.00015184632754462992,49.81088399887085
 , , ,100,20,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004986,0.00015186772887512226,56.03196573257446
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,100,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.005629,0.00015194785294323843,62.40042686462402
 , , ,80,2048,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0052,0.00015257511214724324,68.3962984085083
