p0,p1,p2,p3,p4,p5,p6,p7,p8,isize,objective,elapsed_sec
256,100,#pragma clang loop unrolling full,#pragma omp parallel for,8,32,160,balanced,threads,10000000,17.893205000000005,37329.63869953156
8,1280, , ,8,64,128,none,cores,10000000,21.95519,38302.3294403553
48,800, ,#pragma omp parallel for,128,96,128,explicit,cores,10000000,15.513915,39081.18261885643
16,1280, ,#pragma omp parallel for,4,128,200,compact,threads,10000000,19.71014000000001,39868.022923469536
128,2000,#pragma clang loop unrolling full,#pragma omp parallel for,16,128,40,explicit,threads,10000000,18.0383,40821.33340597154
48,100, ,#pragma omp parallel for,96,2,100,balanced,threads,10000000,15.71406,41606.20639562607
64,100, , ,16,16,20,balanced,sockets,10000000,15.670795000000002,42548.869413375854
48,800,#pragma clang loop unrolling full,#pragma omp parallel for,128,2,10,none,cores,10000000,20.706470000000003,43342.44419980049
48,640,#pragma clang loop unrolling full,#pragma omp parallel for,8,128,200,balanced,threads,10000000,15.569655,44698.27704691887
32,640,#pragma clang loop unrolling full, ,16,128,40,scatter,threads,10000000,16.212854999999998,45521.0874106884
256,640,#pragma clang loop unrolling full,#pragma omp parallel for,4,2,10,disabled,threads,10000000,18.43044,46343.65799450874
128,100, ,#pragma omp parallel for,64,32,160,compact,sockets,10000000,16.532049999999998,46877.05004930496
64,400, ,#pragma omp parallel for,32,96,160,explicit,cores,10000000,15.76227,48305.83455204964
32,640,#pragma clang loop unrolling full,#pragma omp parallel for,8,4,128,none,threads,10000000,16.775345,49735.2544529438
16,800, , ,2,8,20,none,sockets,10000000,15.81554,51254.93246245384
128,1600, , ,16,64,10,disabled,sockets,10000000,16.188145000000002,52798.46143984794
256,100, ,#pragma omp parallel for,4,256,200,compact,cores,10000000,17.74709,53647.62887477875
96,1000,#pragma clang loop unrolling full, ,96,4,200,explicit,threads,10000000,18.81434,55016.9680428505
4,100,#pragma clang loop unrolling full, ,96,8,200,explicit,threads,10000000,43.765245,56709.985011577606
