p0,p1,p2,p3,p4,p5,size,objective,source,id,filename,speedup
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,32.0,256.0,L,0.17361,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_182.c,mmp_182,1.1279707390127298
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,32.0,100.0,L,0.1728275,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_183.c,mmp_183,1.1330777798672087
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,32.0,100.0,L,0.1742345,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_184.c,mmp_184,1.1239278099343128
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,32.0,256.0,L,0.170223,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_185.c,mmp_185,1.150414456330813
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80.0,32.0,256.0,L,0.158018,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_186.c,mmp_186,1.239270209722943
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,32.0,256.0,L,0.1660515,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_187.c,mmp_187,1.1793148511154672
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,32.0,256.0,L,0.170788,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_188.c,mmp_188,1.146608661030049
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,32.0,100.0,L,0.180225,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_189.c,mmp_189,1.0865695658205021
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,64.0,100.0,L,0.1479369999999999,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_190.c,mmp_190,1.3237188803341973
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,128.0,100.0,L,0.150833,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_191.c,mmp_191,1.2983034216650202
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,2048.0,100.0,L,0.184624,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_192.c,mmp_192,1.0606800849293698
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,16.0,100.0,L,0.1751579999999999,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_193.c,mmp_193,1.1180020324507023
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,20.0,100.0,L,0.1595525,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_194.c,mmp_194,1.2273514987229908
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,20.0,256.0,L,0.1709119999999999,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_195.c,mmp_195,1.145776774012358
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,80.0,100.0,L,0.1485005,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_196.c,mmp_196,1.3186958966468125
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,80.0,80.0,L,0.1762925,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_197.c,mmp_197,1.1108073230568516
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,80.0,256.0,L,0.1707825,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_198.c,mmp_198,1.1466455872235153
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,64.0,256.0,L,0.2553235,results_rf_l_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_199.c,mmp_199,0.7669760127837822
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,32.0,64.0,S,0.0001295,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_200.c,mmp_200,1.8918918918918919
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,64.0,100.0,S,0.0001175,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_201.c,mmp_201,2.0851063829787235
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100.0,32.0,32.0,S,0.000197,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_202.c,mmp_202,1.2436548223350254
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,128.0,256.0,S,0.000158,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_203.c,mmp_203,1.5506329113924051
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64.0,8.0,80.0,S,0.0001475,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_204.c,mmp_204,1.6610169491525422
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8.0,64.0,128.0,S,0.0001629999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_205.c,mmp_205,1.5030674846634988
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,100.0,16.0,20.0,S,0.0001645,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_206.c,mmp_206,1.4893617021276597
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4.0,50.0,16.0,S,0.0002485,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_207.c,mmp_207,0.9859154929577464
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32.0,100.0,256.0,S,0.0001425,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_208.c,mmp_208,1.719298245614035
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32.0,4.0,32.0,S,9.35e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_209.c,mmp_209,2.620320855614973
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,8.0,32.0,S,0.000134,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_210.c,mmp_210,1.8283582089552237
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8.0,32.0,4.0,S,0.0002225,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_211.c,mmp_211,1.101123595505618
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128.0,50.0,32.0,S,0.0001385,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_212.c,mmp_212,1.7689530685920576
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8.0,20.0,256.0,S,0.000169,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_213.c,mmp_213,1.4497041420118344
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8.0,64.0,128.0,S,0.0001315,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_214.c,mmp_214,1.8631178707224334
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,32.0,32.0,S,0.0001395,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_215.c,mmp_215,1.7562724014336917
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8.0,80.0,32.0,S,9.45e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_216.c,mmp_216,2.592592592592592
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,32.0,20.0,S,0.000145,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_217.c,mmp_217,1.6896551724137931
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100.0,8.0,8.0,S,0.0003485,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_218.c,mmp_218,0.703012912482066
 , , ,80.0,8.0,8.0,S,0.0001419999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_219.c,mmp_219,1.7253521126772715
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,8.0,32.0,S,6.9e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_220.c,mmp_220,3.5507246376811596
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,8.0,32.0,S,0.000144,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_221.c,mmp_221,1.7013888888888888
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,64.0,20.0,S,0.0001374999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_222.c,mmp_222,1.7818181818194778
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,64.0,32.0,S,6.4e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_223.c,mmp_223,3.828125
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100.0,64.0,32.0,S,0.000185,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_224.c,mmp_224,1.3243243243243243
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,16.0,20.0,S,0.0001374999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_225.c,mmp_225,1.7818181818194778
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32.0,32.0,128.0,S,0.0001464999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_226.c,mmp_226,1.6723549488066023
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,32.0,32.0,S,7e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_227.c,mmp_227,3.5
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,50.0,8.0,S,0.0002005,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_228.c,mmp_228,1.2219451371571073
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,2048.0,32.0,S,0.000129,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_229.c,mmp_229,1.8992248062015504
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80.0,4.0,32.0,S,0.0001439999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_230.c,mmp_230,1.7013888888900701
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,2048.0,32.0,S,6.75e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_231.c,mmp_231,3.6296296296296293
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,20.0,256.0,S,0.0001409999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_232.c,mmp_232,1.7375886524835018
 , , ,64.0,64.0,50.0,S,0.0001284999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_233.c,mmp_233,1.9066147859937017
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,4.0,32.0,S,7.099999999999999e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_234.c,mmp_234,3.450704225352113
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,128.0,2048.0,80.0,S,0.000187,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_235.c,mmp_235,1.3101604278074865
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,80.0,128.0,S,0.0001405,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_236.c,mmp_236,1.7437722419928825
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,96.0,128.0,256.0,S,0.0001485,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_237.c,mmp_237,1.6498316498316496
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,50.0,80.0,S,0.000152,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_238.c,mmp_238,1.6118421052631577
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8.0,64.0,8.0,S,0.000174,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_239.c,mmp_239,1.4080459770114941
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,50.0,64.0,S,0.000133,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_240.c,mmp_240,1.8421052631578945
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,50.0,32.0,S,7.15e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_241.c,mmp_241,3.4265734265734262
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,2048.0,16.0,S,0.0001335,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_242.c,mmp_242,1.8352059925093633
 , , ,64.0,128.0,100.0,S,0.0001225,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_243.c,mmp_243,2.0
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,50.0,32.0,S,0.000139,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_244.c,mmp_244,1.762589928057554
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,20.0,64.0,8.0,S,0.0001445,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_245.c,mmp_245,1.6955017301038062
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80.0,100.0,4.0,S,0.000214,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_246.c,mmp_246,1.144859813084112
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,100.0,32.0,S,6.549999999999999e-05,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_247.c,mmp_247,3.740458015267176
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,128.0,256.0,S,0.0001725,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_248.c,mmp_248,1.4202898550724639
 , , ,4.0,2048.0,80.0,S,0.000132,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_249.c,mmp_249,1.856060606060606
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100.0,2048.0,32.0,S,0.0001709999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_250.c,mmp_250,1.4327485380125338
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,20.0,4.0,S,0.000186,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_251.c,mmp_251,1.3172043010752688
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,100.0,20.0,S,0.000137,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_252.c,mmp_252,1.7883211678832116
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,50.0,20.0,S,0.0001844999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_253.c,mmp_253,1.327913279133511
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100.0,20.0,32.0,S,0.0002055,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_254.c,mmp_254,1.192214111922141
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,32.0,64.0,4.0,S,0.000329,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_255.c,mmp_255,0.7446808510638299
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,20.0,80.0,S,0.0001374999999999,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_256.c,mmp_256,1.7818181818194778
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,50.0,32.0,S,0.000135,results_rf_s_syr2k,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/syr2k/mmp_257.c,mmp_257,1.8148148148148147
