p0,p1,p2,p3,p4,p5,p6,p7,p8,size,objective,source,id,filename,speedup
4,20, , ,8,4,80,compact,sockets,M,3.2565495967864986,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_094.c,mmp_094,1.1144052046718935
4,160,#pragma clang unrolling full,#pragma omp parallel for,8,8,100,compact,cores,M,3.369381189346313,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_095.c,mmp_095,1.0770867456036068
4,40, ,#pragma omp parallel for,8,8,100,compact,cores,M,3.268524646759033,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_096.c,mmp_096,1.1103223050588125
4,200, , ,8,32,80,compact,cores,M,3.3067381381988525,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_097.c,mmp_097,1.097491143313747
4,200, ,#pragma omp parallel for,8,8,10,balanced,sockets,M,3.3631720542907715,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_098.c,mmp_098,1.0790752781443236
4,200, , ,8,8,10,balanced,sockets,M,3.1641054153442383,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_099.c,mmp_099,1.1469642579958739
4,200, , ,8,4,40,scatter,sockets,M,3.3181097507476807,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_100.c,mmp_100,1.0937298921813148
4,200, ,#pragma omp parallel for,8,8,100,scatter,threads,M,3.294907331466675,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_101.c,mmp_101,1.1014318324745078
4,200, ,#pragma omp parallel for,8,4,200,compact,cores,M,3.3392527103424072,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_102.c,mmp_102,1.0868047838041286
4,200, , ,8,128,200,balanced,threads,M,3.260194540023804,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_103.c,mmp_103,1.1131592840176134
4,200, ,#pragma omp parallel for,8,8,40,compact,threads,M,3.292022705078125,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_104.c,mmp_104,1.1023969592715508
4,200, ,#pragma omp parallel for,8,8,100,balanced,threads,M,3.346099138259888,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_105.c,mmp_105,1.084581080827845
4,200, , ,8,8,80,compact,sockets,M,3.3956563472747803,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_106.c,mmp_106,1.0687523850414413
4,80, , ,8,8,100,balanced,cores,M,3.2716863155364986,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_107.c,mmp_107,1.109249319745961
4,10,#pragma clang unrolling full, ,8,128,80,compact,sockets,M,3.2752840518951416,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_108.c,mmp_108,1.1080308646302464
4,20,#pragma clang unrolling full, ,8,8,100,balanced,cores,M,3.316605567932129,results_rf_m_amg,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/amg/mmp_109.c,mmp_109,1.094225932387175
