p0,p1,p2,p3,p4,p5,p6,p7,p8,isize,objective,elapsed_sec
4,100,#pragma clang unrolling full, ,16,32,64,compact,threads,175,18.467204809188843,13692.0052523613
6,40,#pragma clang unrolling full, ,64,256,200,compact,cores,175,18.817265272140503,14095.664993524551
5,10, , ,32,128,20,balanced,threads,175,19.62232041358948,14385.582676410677
7,10,#pragma clang unrolling full,#pragma omp parallel for,4,4,40,compact,threads,175,24.09845352172852,14638.105804920197
7,200,#pragma clang unrolling full,#pragma omp parallel for,128,16,100,compact,sockets,175,24.43926286697388,14896.52596092224
6,160,#pragma clang unrolling full,#pragma omp parallel for,32,4,64,balanced,sockets,175,19.04704451560973,15128.984741926191
6,80, ,#pragma omp parallel for,2,4,160,balanced,sockets,175,18.81640243530273,15318.51706123352
7,64,#pragma clang unrolling full, ,4,256,80,scatter,threads,175,21.36294269561768,15645.90282487869
6,40,#pragma clang unrolling full, ,32,32,64,balanced,cores,175,19.633270263671875,15908.234104394913
8,100,#pragma clang unrolling full, ,256,16,200,scatter,cores,175,25.04814863204956,16255.847099781036
8,10, , ,16,96,160,compact,threads,175,25.815135717391968,16542.902572870258
4,10,#pragma clang unrolling full,#pragma omp parallel for,8,96,100,balanced,sockets,175,24.84723854064941,16857.914727926254
4,160, , ,4,32,160,compact,threads,175,19.104995727539062,17224.12792658806
8,20, ,#pragma omp parallel for,4,32,40,compact,sockets,175,21.115519762039185,17563.71932220459
6,200,#pragma clang unrolling full, ,96,256,200,balanced,cores,175,20.207968235015876,17903.41564488411
7,10, , ,64,96,80,balanced,threads,175,21.49415922164917,18607.8682076931
4,128, ,#pragma omp parallel for,2,256,40,compact,threads,175,18.269337177276608,18981.199334144592
6,64, ,#pragma omp parallel for,96,128,20,scatter,sockets,175,20.414494991302487,19280.533097743988
6,200,#pragma clang unrolling full,#pragma omp parallel for,16,96,10,balanced,threads,175,20.522387981414795,19532.800429344177
