p0,p1,p2,p3,p4,p5,isize,objective,elapsed_sec
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,32,30,0.0036054999999999998,11.761316776275635
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,64,128,30,0.0033204999999999997,21.300514459609985
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,4,80,30,0.0035555,30.28033947944641
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,64,20,30,0.0047335,39.21368741989136
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,16,64,30,0.0036975,48.08366870880127
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,64,4,30,0.011226,57.45135140419006
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,8,30,0.0094565,66.99113130569458
 , , ,32,32,8,30,0.003076,75.54218530654906
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,32,50,30,0.003559000000000001,83.9809968471527
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,4,20,30,0.0046105,94.7879421710968
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,20,16,30,0.007622,104.49190092086792
