p0,p1,p2,p3,p4,p5,objective,predicted,elapsed_sec
 , , ,32,128,16,32.740093,1.5210735982160355,299.64640188217163
 , , ,4,50,256,14.661384,1.5776560113551041,438.55164074897766
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,100,16,46.385068,1.5824632903741378,862.4653899669647
 , , ,100,80,100,34.693690000000004,1.5837589159478032,1185.3027868270876
 , , ,20,50,256,14.5240315,1.5849353079451265,1326.3592450618746
 , , ,32,100,32,30.0748875,1.591953182051303,1606.5128741264346
 , , ,4,100,128,21.757905,1.5930700119226886,1814.2749667167664
 , , ,4,32,50,30.934495,1.5979637616519835,2104.3685038089748
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,256,16.7632305,1.5990484129395273,2264.3569238185887
 , , ,32,32,50,30.7106535,1.5999463387264397,2552.358169555664
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,80,256,16.124149499999998,1.6016136771493112,2706.134035825729
 , , ,20,20,50,30.75395,1.6035717953684323,2991.976125240326
 , , ,16,100,50,31.3432475,1.6043011868464612,3287.211832046509
 , , ,16,8,256,14.7026405,1.604474886207675,3428.4855093955994
 , , ,128,100,256,14.797372,1.6047177947421867,3571.925933122635
 , , ,16,32,20,31.049514000000002,1.6049573164305977,3859.158681869507
 , , ,20,80,256,14.823632,1.6052511309176882,4000.803933620453
 , , ,32,128,50,32.687996500000004,1.6080275547520178,4307.743245363236
 , , ,128,4,256,15.397133499999999,1.6083571496107398,4453.761929035187
 , , ,128,80,8,39.430314,1.6086384940155556,4813.977660417557
 , , ,100,100,32,43.050881,1.6089220736966747,5208.8491826057425
 , , ,128,80,20,35.32052750000001,1.6089811236839662,5533.388965845107
 , , ,32,32,20,30.993920000000006,1.6098753915098112,5824.873313903809
 , , ,50,8,50,30.1046385,1.6100202746214065,6106.214902877808
 , , ,32,128,16,46.090727,1.5210735982160355,416.8353109359741
 , , ,4,50,256,18.5390745,1.577656011355104,590.0700471401216
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,100,16,65.4899255,1.5824632903741378,1172.0791907310484
 , , ,100,80,100,47.57130100000001,1.5837589159478032,1604.9059133529665
 , , ,20,50,256,17.987957,1.5849353079451265,1776.7748713493347
 , , ,32,100,32,39.599796500000004,1.591953182051303,2153.4507608413696
 , , ,4,100,128,29.3309915,1.5930700119226886,2429.352117538452
 , , ,4,32,50,39.965048,1.5979637616519835,2808.7177567481995
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,256,20.1438345,1.5990484129395273,2998.122206926346
 , , ,32,32,50,40.0914545,1.5999463387264397,3368.936251163483
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,80,256,19.2201365,1.6016136771493112,3553.795156478882
 , , ,20,20,50,39.6285685,1.6035717953684323,3929.802138566971
 , , ,16,100,50,40.757195,1.6043011868464612,4316.034991264343
 , , ,16,8,256,17.472018,1.604474886207675,4488.885192632675
 , , ,128,100,256,17.844336,1.604717794742187,4663.005798578261
 , , ,16,32,20,40.536155,1.6049573164305977,5060.5923204422
 , , ,20,80,256,18.4477615,1.6052511309176882,5235.722415208817
 , , ,32,128,50,46.3578445,1.6080275547520178,5653.6690685749045
 , , ,128,4,256,19.1554855,1.6083571496107398,5833.1991147994995
 , , ,128,80,8,54.310669,1.6086384940155556,6327.426416635512
 , , ,100,100,32,60.773706499999996,1.6089220736966747,6870.834722995758
 , , ,128,80,20,49.3011075,1.6089811236839662,7324.628522634505
 , , ,32,32,20,45.383823,1.6098753915098112,7734.085634231567
 , , ,50,8,50,38.68015,1.6100202746214065,8091.71155142784
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,32,32,44.242936,1.6105198928314657,8495.238857507706
 , , ,128,16,256,17.8443735,1.6108179718150848,8670.816585063934
 , , ,4,2048,256,17.0425895,1.6112837751416913,8838.331712961197
 , , ,100,8,20,44.243219,1.6124649561133626,9241.11876988411
 , , ,64,80,256,18.4052625,1.6127947940149705,9416.59321665764
 , , ,128,32,256,18.852749499999998,1.6128994297698418,9594.274278640749
 , , ,32,2048,32,45.7612455,1.614037109906686,10023.304091215134
 , , ,100,100,128,41.130352,1.6144669097386144,10406.897469997406
 , , ,128,16,32,38.0976035,1.6144687324567004,10773.705818653109
 , , ,50,128,256,17.9487415,1.6144961184452302,10946.32682800293
 , , ,4,100,50,42.967358,1.6147047037577935,11340.10861992836
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,64,51.175390500000006,1.615628295574867,11817.107775688171
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,256,19.6353015,1.6159180459450149,11998.792881727219
 , , ,50,128,32,43.468038,1.6160057484808132,12403.798106431961
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,20,53.9526315,1.6161869859413331,12896.421839952469
 , , ,32,16,32,38.7261475,1.6162381343839771,13257.352310180664
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,80,38.368495,1.616425226455837,13626.001851558683
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,100,256,19.4976345,1.6165775421274808,13811.938855648039
 , , ,4,50,16,45.064884000000006,1.61719336981437,14248.37336587906
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,256,18.8492085,1.6173042292096198,14434.13528752327
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,100,256,20.7143035,1.6175222870508836,14632.720137834549
 , , ,4,100,32,38.674265000000005,1.6175466687200817,14996.116513729097
 , , ,8,20,256,17.4450325,1.617659214164502,15168.611932277681
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,100,20,63.89923,1.6177300272231148,15755.975546836853
 , , ,128,32,100,41.344894000000004,1.6177453816940681,16132.256655931473
 , , ,128,50,50,49.323159499999996,1.617898649904309,16577.370438814167
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,80,43.824115,1.6180055489270746,16993.361159324646
 , , ,100,16,32,36.37589850000001,1.6180509949186055,17342.524730443954
 , , ,32,100,20,44.6767265,1.6182132755098264,17748.29801011086
 , , ,100,32,256,18.143700000000006,1.6185181669540138,17921.22737812996
 , , ,128,8,256,17.9395335,1.6196944665004416,18090.305551290512
 , , ,4,32,256,17.644398499999998,1.6197678598766128,18256.113104581837
 , , ,8,16,128,30.10739,1.6198692312928438,18531.472466468807
 , , ,4,4,80,33.5319705,1.6199329553722308,18843.09860920906
 , , ,128,2048,16,61.76684,1.620325167883864,19403.484301805496
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,128,16,52.555651,1.6204600767284638,19912.32621455193
 , , ,100,64,256,18.140705999999998,1.6207360472493306,20086.312822580338
 , , ,4,80,50,38.411861,1.6207988782413727,20455.82298541069
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,64,8,53.47353199999999,1.620813661128539,20970.060293912888
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,8,48.885556,1.620846331619493,21416.203039169308
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,256,18.208741,1.620983742456382,21605.216722726826
 , , ,32,16,256,17.666891500000002,1.6210269479359567,21780.860928058624
 , , ,96,128,16,48.6041195,1.6210461543062078,22231.024953842163
 , , ,16,128,100,37.9369235,1.6210565960913843,22587.053580760963
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,256,17.2475515,1.6211739224986774,22769.61089372635
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,128,80,43.873884499999996,1.6212561404767152,23176.090466976166
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,80,16,50.9045555,1.621321055788897,23641.795431137085
 , , ,64,4,4,47.1983155,1.6213813200061291,24067.503092765804
 , , ,50,8,8,49.754763,1.6214852760497351,24531.53488111496
 , , ,50,50,128,32.803901499999995,1.6216036176043154,24828.666395187378
 , , ,32,8,256,18.6983845,1.6217025347654714,25005.737768650055
 , , ,128,20,256,17.176672500000002,1.6217117119786306,25175.994817972183
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,64,8,54.3124985,1.6217300144564477,25692.166372299194
 , , ,128,128,80,50.0926445,1.6217341280292037,26163.623451471332
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,256,19.45405,1.6219115047328982,26349.216866731647
 , , ,4,16,256,17.419442,1.6219496685115014,26517.699980020523
 , , ,50,32,80,37.034989,1.6219748323062704,26861.49064397812
 , , ,96,128,80,51.3060105,1.6219859527449945,27331.120013713837
 , , ,32,32,256,17.6280755,1.6220233391387455,27499.593468427654
 , , ,128,100,128,38.9669315,1.6220821223236157,27884.675455093384
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,80,43.4033495,1.6220878590419259,28293.234477519985
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,8,128,28.3948765,1.6220901296638457,28575.643181085587
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,100,80,52.4011715,1.6220964370395772,29051.268040657047
 , , ,128,100,80,52.860595499999995,1.6223361871028663,29535.96166062355
 , , ,4,8,256,18.033151999999998,1.6223537564103063,29710.126955986027
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,256,18.756656500000002,1.6224654938507006,29889.46447777748
 , , ,128,32,50,41.351541999999995,1.6225551508924076,30282.357552289966
 , , ,20,8,8,49.561961,1.6226068855474036,30732.057421207428
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,4,47.337521,1.622607219049273,31188.852530717853
 , , ,100,32,4,55.23458299999999,1.622938495981144,31685.381074428566
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,100,40.702862,1.6229537773487352,32064.724337816235
 , , ,20,20,256,17.672804,1.6229845713172169,32233.189016103745
 , , ,16,16,256,16.213680500000002,1.6229858599313403,32402.05322408676
 , , ,96,100,32,51.827991,1.6229893358002132,32878.97155547142
 , , ,4,16,50,39.889981,1.6229995047280523,33256.15400648116
 , , ,20,80,100,37.192019,1.6230617671526606,33603.440696716316
 , , ,100,4,256,16.8651535,1.6230846928724736,33774.078469991684
 , , ,32,16,128,30.867470500000003,1.6232102024434605,34051.00630116463
 , , ,8,50,64,38.376346500000004,1.62321158309792,34403.484095573425
 , , ,128,80,256,16.9174915,1.6232497788804512,34576.32706451416
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,50,256,19.5400815,1.6232579572119377,34765.32770681381
