objective,p0,p1,p2,p3,p4,p5,p6,p7,p8
15.4508815,4,128, ,#pragma omp parallel for,128,2,20,compact,sockets
15.5057155,4,100,#pragma clang unrolling full,#pragma omp parallel for,16,4,64,balanced,threads
15.4256915,4,40,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.4707075,6,40,#pragma clang unrolling full, ,4,8,20,compact,cores
15.500517,4,40,#pragma clang unrolling full,#pragma omp parallel for,64,4,40,balanced,cores
15.484714499999999,4,40,#pragma clang unrolling full, ,64,128,40,compact,cores
15.6897995,4,40, ,#pragma omp parallel for,64,4,40,balanced,cores
15.627925,4,40, ,#pragma omp parallel for,32,4,40,balanced,cores
15.669419,4,200,#pragma clang unrolling full,#pragma omp parallel for,64,4,40,balanced,cores
15.712747499999999,4,64,#pragma clang unrolling full, ,64,4,40,balanced,sockets
15.6596415,5,10,#pragma clang unrolling full, ,64,96,40,balanced,threads
15.4949785,4,40, ,#pragma omp parallel for,64,4,40,balanced,threads
15.579459,4,40,#pragma clang unrolling full, ,128,4,40,compact,cores
15.5267415,7,40,#pragma clang unrolling full, ,64,4,20,balanced,cores
15.523774,4,20,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.603117000000001,4,40,#pragma clang unrolling full, ,64,4,10,balanced,cores
15.6187495,4,40,#pragma clang unrolling full, ,64,4,40,balanced,sockets
15.5515665,4,40,#pragma clang unrolling full, ,64,4,160,balanced,threads
15.559858,4,100,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.560180500000001,4,40, , ,64,4,40,balanced,cores
15.633780000000002,4,40,#pragma clang unrolling full, ,64,4,100,balanced,cores
15.555222,4,160,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.450696,7,40,#pragma clang unrolling full, ,4,4,40,balanced,threads
15.551851,4,64,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.4876325,4,40,#pragma clang unrolling full, ,64,2,40,balanced,cores
15.448848,5,40, , ,64,128,40,balanced,cores
15.4998565,4,80,#pragma clang unrolling full,#pragma omp parallel for,64,4,40,balanced,cores
15.490757,4,40,#pragma clang unrolling full, ,64,4,40,scatter,sockets
15.5442265,4,40,#pragma clang unrolling full, ,64,4,64,balanced,cores
15.515654999999999,4,40,#pragma clang unrolling full, ,128,4,40,balanced,cores
15.5855675,7,80,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.528925000000001,5,64,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.568275499999999,8,40,#pragma clang unrolling full, ,96,4,40,balanced,cores
15.611555,4,100, , ,64,4,40,balanced,cores
15.494905,4,40, , ,64,4,40,scatter,cores
15.525477500000001,4,40,#pragma clang unrolling full, ,64,4,40,scatter,cores
15.577399,4,40,#pragma clang unrolling full, ,16,4,20,balanced,cores
15.5422415,6,40,#pragma clang unrolling full, ,64,4,40,balanced,cores
15.5923595,4,200,#pragma clang unrolling full, ,64,4,40,balanced,cores
