p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,predicted,elapsed_sec
4,100,#pragma clang unrolling full, ,2,128,128,balanced,threads,2.196324348449707,1.0807242683301919,47.26026439666748
4,10,#pragma clang unrolling full, ,8,128,128,scatter,sockets,2.3423397541046143,1.1412915483819837,92.37473630905151
4,200,#pragma clang unrolling full, ,2,2,80,scatter,sockets,2.2748568058013916,1.1458603762578405,137.3155961036682
4,10, , ,96,4,64,balanced,sockets,2.2777037620544434,1.165409422750359,182.19528579711914
4,40, , ,2,128,20,compact,sockets,2.3252923488616943,1.187117560945845,227.40029954910278
4,200,#pragma clang unrolling full, ,8,96,10,balanced,sockets,2.3984310626983643,1.218244157101074,272.63565158843994
4,80,#pragma clang unrolling full, ,96,2,128,balanced,sockets,2.2709031105041504,1.2428920907621994,317.9875557422638
4,10,#pragma clang unrolling full, ,96,256,128,balanced,threads,2.31126070022583,1.247082762106275,363.11182165145874
4,40, , ,96,128,20,balanced,sockets,2.20717191696167,1.262733646332102,407.981294631958
4,64, , ,8,256,20,compact,sockets,2.3599491119384766,1.2633616763311477,453.1544327735901
4,10,#pragma clang unrolling full, ,96,64,80,compact,cores,2.2941489219665527,1.280482379836045,498.3528118133545
4,40, , ,96,96,80,compact,sockets,2.4026730060577393,1.2836236799630258,543.6839075088501
4,200,#pragma clang unrolling full, ,96,96,80,balanced,threads,2.5353240966796875,1.2989954558697132,590.900064945221
4,80,#pragma clang unrolling full, ,2,96,80,balanced,cores,2.4727115631103516,1.3086265680846678,638.1285855770111
4,80, , ,128,2,128,scatter,sockets,2.355323553085327,1.3299959196140454,684.7377660274506
4,80, , ,96,8,20,scatter,sockets,2.383056879043579,1.3408196385798532,730.6024305820465
4,10, , ,96,256,128,balanced,threads,2.2790632247924805,1.3423656896399385,775.6660778522491
4,40, , ,8,2,128,scatter,sockets,2.324016809463501,1.3424861502873466,820.7967278957367
4,64,#pragma clang unrolling full, ,8,256,160,compact,sockets,2.320737361907959,1.3658282389125556,865.9013812541962
4,10,#pragma clang unrolling full, ,8,8,64,balanced,sockets,2.2973215579986572,1.4032176239218601,911.2010459899902
4,10, , ,96,256,64,scatter,sockets,2.277514696121216,1.416710679290854,956.1379160881042
4,40,#pragma clang unrolling full, ,96,256,128,balanced,sockets,2.3204407691955566,1.4362200895900235,1001.5282835960388
4,200,#pragma clang unrolling full, ,96,2,64,balanced,sockets,2.3717498779296875,1.4464190331922404,1046.882936000824
4,10, , ,8,256,20,scatter,sockets,2.271501064300537,1.4497897816545877,1092.1228213310242
4,128,#pragma clang unrolling full, ,256,8,80,compact,sockets,2.340742588043213,1.4532733107772073,1137.2910389900208
4,10, , ,256,2,20,balanced,threads,2.30827260017395,1.458731210642128,1182.607809305191
4,100, , ,96,8,20,balanced,threads,2.3484020233154297,1.46562104418045,1227.809353351593
4,200, , ,2,128,20,balanced,sockets,2.2959556579589844,1.4685881082358043,1273.9283957481384
4,40, , ,96,96,20,compact,sockets,2.333832025527954,1.483212165520479,1319.352088212967
4,80, , ,96,256,128,balanced,sockets,2.3642868995666504,1.490938610589385,1372.42862200737
4,80, , ,96,2,20,balanced,threads,2.2784206867218018,1.4930324299235755,1417.6526634693146
4,40, , ,64,128,20,balanced,sockets,2.3647823333740234,1.4989146402560678,1462.877434015274
4,40,#pragma clang unrolling full, ,96,16,10,compact,threads,2.301105260848999,1.5000840539660971,1508.140201807022
4,10,#pragma clang unrolling full, ,96,64,160,compact,sockets,2.339966058731079,1.5263190157395314,1553.487671136856
4,40, , ,2,128,128,scatter,threads,2.333461284637451,1.5281331545835797,1598.5670793056488
