p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,predicted,elapsed_sec
4,100,#pragma clang unrolling full, ,2,16,128,balanced,threads,17.66915774345398,6.186856536457454,96.0609450340271
4,10, , ,8,16,128,scatter,sockets,18.220808267593384,6.770453477010649,190.7780122756958
4,40,#pragma clang unrolling full, ,256,256,80,scatter,sockets,17.839224815368652,6.811890497516408,286.50620698928833
4,200, , ,96,32,64,balanced,sockets,17.561368465423584,6.985683961070376,377.88912415504456
4,80, , ,2,4,20,compact,sockets,18.105082750320435,7.172491828523163,471.5641677379608
4,200, , ,8,128,10,balanced,threads,17.715699672698975,7.430205535414188,566.7828817367554
4,80, , ,2,256,128,balanced,threads,18.05858087539673,7.626701610565466,660.4372627735138
4,10, , ,96,256,128,balanced,threads,17.946327686309814,7.659497177614377,752.6003842353821
4,40, , ,96,128,20,balanced,threads,18.738100051879883,7.780493100803417,850.3093030452728
4,64, , ,8,96,20,compact,sockets,17.670934438705444,7.785300709987286,942.0147218704224
4,10, , ,2,32,80,compact,cores,17.480356216430664,7.915002244287978,1033.5028541088104
4,40, , ,96,96,80,compact,sockets,17.826595067977905,7.938522424284613,1125.8829629421234
4,80, , ,96,256,80,compact,sockets,17.445083141326904,8.046514989834181,1219.0284342765808
4,200,#pragma clang unrolling full, ,96,128,80,balanced,threads,17.618186473846436,8.052428510213723,1311.3497207164764
5,80,#pragma clang unrolling full, ,256,96,80,balanced,sockets,19.337506771087646,8.12282242553054,1407.7824268341064
5,160, , ,64,256,128,compact,sockets,19.51926302909851,8.276470422472864,1509.0265400409698
4,160, , ,96,2,20,scatter,threads,17.695374727249146,8.353017785189849,1600.727177619934
4,200, , ,96,96,128,balanced,threads,17.709181308746338,8.36388420530195,1694.0052757263184
4,40, , ,8,256,128,scatter,sockets,17.73906135559082,8.36473016331906,1785.9634449481964
4,10, , ,96,96,160,compact,sockets,18.004244327545166,8.526794399394097,1878.7788779735565
4,10,#pragma clang unrolling full, ,8,2,64,balanced,threads,17.793033123016357,8.779132052178083,1970.561861038208
4,10, , ,96,96,64,scatter,sockets,17.618942260742188,8.86815479806729,2063.061765432358
4,200, , ,96,256,64,balanced,sockets,17.851271390914917,9.060621947764263,2155.1630709171295
4,10, , ,96,96,20,scatter,sockets,17.807801961898804,9.082164682551511,2247.4409914016724
4,100, , ,256,2,80,compact,sockets,17.61362910270691,9.104367076551547,2339.603673219681
4,200, , ,256,256,20,balanced,threads,17.51556158065796,9.139029566534973,2430.9772305488586
4,64,#pragma clang unrolling full, ,2,2,20,balanced,cores,17.85868811607361,9.182573489715534,2523.3055958747864
4,200, , ,256,64,20,balanced,sockets,17.614725589752197,9.201253265220428,2614.6771245002747
4,80,#pragma clang unrolling full, ,2,128,20,compact,sockets,17.784481287002563,9.29270038210271,2706.770480632782
4,80, , ,96,256,128,balanced,sockets,17.774704933166504,9.34060668404773,2798.6334183216095
4,80, , ,96,256,128,balanced,threads,17.60668182373047,9.353541305793103,2890.659974336624
4,40, , ,32,128,20,balanced,sockets,17.720070123672485,9.389771362770693,2982.1208431720734
4,80,#pragma clang unrolling full, ,96,32,10,compact,threads,17.92113447189331,9.396955338220893,3076.628119468689
4,10,#pragma clang unrolling full, ,96,32,160,balanced,sockets,17.76033067703247,9.556530786505002,3169.689222097397
4,40, , ,2,128,128,scatter,threads,17.630664587020874,9.567455258282905,3261.200159549713
5,200, , ,8,96,160,scatter,sockets,19.430786609649658,9.5914958994614,3358.276074409485
4,40, , ,8,96,80,compact,threads,17.627196073532104,9.597270203091435,3449.5072548389435
