p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,actually_measured,lookahead,model_name,acquisition_function
8,20, , ,8,16,40,balanced,sockets,-3.576683441797892,True,-1,initial_sampling,Random_Sampling
7,200,#pragma clang unrolling full,#pragma omp parallel for,96,256,100,scatter,cores,-3.0760613282521567,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
7,200,#pragma clang unrolling full, ,256,256,200,compact,threads,-2.9347546895345054,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
8,160, , ,256,4,200,balanced,sockets,-2.9711856047312417,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,200,#pragma clang unrolling full,#pragma omp parallel for,256,256,200,compact,threads,-2.9342156251271567,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
8,100, ,#pragma omp parallel for,96,256,100,compact,cores,-2.9194297790527344,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
7,200,#pragma clang unrolling full,#pragma omp parallel for,256,256,200,compact,cores,-2.942004839579264,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
6,200, ,#pragma omp parallel for,128,16,200,balanced,threads,-2.782783587773641,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,200,#pragma clang unrolling full,#pragma omp parallel for,256,256,200,scatter,cores,-3.039971431096395,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
7,200, ,#pragma omp parallel for,256,256,200,scatter,cores,-3.0714577039082847,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
7,200, ,#pragma omp parallel for,256,256,200,compact,cores,-2.9803810914357505,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
6,200, , ,2,256,80,scatter,cores,-2.8244523207346597,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,200,#pragma clang unrolling full, ,256,256,200,compact,cores,-2.947233200073242,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
8,128, , ,128,256,160,scatter,threads,-2.8494606812795005,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
7,100, , ,96,256,200,compact,cores,-2.9603750705718994,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
7,200,#pragma clang unrolling full, ,256,128,200,compact,cores,-2.9545509815216064,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
8,200,#pragma clang unrolling full,#pragma omp parallel for,4,256,200,compact,cores,-3.023913860321045,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
8,200,#pragma clang unrolling full,#pragma omp parallel for,256,128,100,compact,threads,-3.0075114568074546,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
7,200, ,#pragma omp parallel for,256,128,200,balanced,cores,-2.913217226664225,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,200, ,#pragma omp parallel for,32,64,200,balanced,sockets,-3.02713410059611,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
6,200, ,#pragma omp parallel for,128,16,200,scatter,threads,-2.806919574737549,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
8,10, , ,256,256,64,compact,cores,-2.975004514058431,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
6,200, ,#pragma omp parallel for,128,16,200,balanced,cores,-2.7850662072499595,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
8,200, , ,128,256,40,compact,cores,-3.0886972745259604,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,200,#pragma clang unrolling full,#pragma omp parallel for,256,16,200,compact,threads,-2.87728484471639,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
8,20, ,#pragma omp parallel for,128,256,200,compact,cores,-2.999164581298828,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,200, , ,8,256,160,balanced,sockets,-2.514080013231657,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,200, , ,96,256,160,balanced,sockets,-2.4639462270244903,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
7,100,#pragma clang unrolling full,#pragma omp parallel for,256,256,100,balanced,cores,-2.9610197759059305,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
