p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,predicted,elapsed_sec
4,200,#pragma clang unrolling full, ,2,128,128,compact,threads,17.9149227142334,5.754892102698336,96.88670110702515
4,10,#pragma clang unrolling full, ,96,8,80,balanced,cores,17.6870219707489,5.8051387328748465,188.5297703742981
4,100,#pragma clang unrolling full, ,2,96,80,compact,threads,17.868244409561157,6.55040253385988,281.5847089290619
4,10, , ,8,4,160,scatter,threads,17.62887191772461,6.621314926528705,373.4814019203186
4,80, , ,8,128,20,compact,sockets,17.808948516845703,6.80604210767368,466.3311519622803
4,200, , ,8,2,80,compact,sockets,17.80674147605896,7.836609693606689,558.5005857944489
4,10,#pragma clang unrolling full, ,2,2,80,scatter,threads,17.611639976501465,8.040028042072175,650.2812094688416
4,10,#pragma clang unrolling full, ,8,96,128,balanced,sockets,17.646564245224,8.073938097605899,742.3839173316956
4,10,#pragma clang unrolling full, ,96,256,128,balanced,cores,17.587618112564087,8.077885734290543,833.5318257808685
4,200, , ,96,96,10,scatter,sockets,17.684946298599243,8.235876727848243,925.6079726219177
4,80, , ,128,64,128,compact,sockets,17.697170972824097,8.32694710572279,1017.1648433208466
4,160, , ,2,256,128,balanced,cores,17.886947631835938,8.391015206180569,1109.8435051441193
4,200,#pragma clang unrolling full, ,96,96,20,balanced,sockets,17.763335943222046,8.52331390895659,1201.6380467414856
4,40,#pragma clang unrolling full, ,64,64,100,compact,threads,17.991715669631958,8.575599776149156,1294.7867076396942
4,200, , ,256,256,20,balanced,threads,17.971951246261597,8.587187716506964,1387.1255974769592
4,64, , ,2,256,64,scatter,threads,17.581191301345825,8.60135066040551,1479.8473272323608
4,64, , ,8,2,128,scatter,sockets,17.606059789657593,8.615032779298017,1571.0387833118439
4,128, , ,8,2,20,compact,threads,17.732445001602173,8.639125950064004,1662.8200707435608
4,200, , ,2,256,64,balanced,threads,17.65081477165222,8.68098526306677,1754.7323098182678
4,40,#pragma clang unrolling full, ,8,128,100,balanced,sockets,17.42245888710022,8.681944808527097,1845.832650899887
4,40, , ,8,64,128,scatter,threads,17.744155168533325,8.706072439150944,1938.101036787033
4,100,#pragma clang unrolling full, ,96,256,128,balanced,threads,17.8100323677063,8.787593070152818,2029.724318742752
4,40, , ,8,128,80,balanced,cores,17.848220348358154,8.814659398898504,2122.058721780777
4,20,#pragma clang unrolling full, ,16,2,80,compact,sockets,17.8573157787323,8.823441851594316,2213.8440594673157
4,40, , ,8,128,80,balanced,sockets,17.863491535186768,8.957105863010677,2306.5067207813263
4,40, , ,8,2,80,scatter,sockets,17.69314408302307,8.95811747369875,2398.0804488658905
4,20, , ,96,128,128,compact,sockets,17.42925453186035,9.061664543042578,2490.4397101402283
5,200,#pragma clang unrolling full, ,8,96,80,compact,sockets,19.338642120361328,9.105366233122725,2587.388146877289
4,200,#pragma clang unrolling full, ,8,256,10,balanced,sockets,17.772810220718384,9.129026906689738,2678.967842102051
5,10, , ,96,96,80,balanced,sockets,19.245606660842896,9.1532929468739,2775.6727027893066
4,10, , ,2,96,80,compact,threads,17.4698748588562,9.153631166237142,2866.756997346878
4,64,#pragma clang unrolling full, ,2,32,20,compact,threads,17.79616093635559,9.233636260398447,2959.2776062488556
4,80, , ,128,32,100,scatter,threads,17.64321756362915,9.297762162720812,3050.5842294692993
4,10, , ,96,8,160,balanced,threads,17.73487138748169,9.40778539376429,3143.055238008499
4,200, , ,8,128,128,scatter,threads,17.825538635253906,9.461714232869161,3234.8296418190002
4,40,#pragma clang unrolling full, ,8,256,128,scatter,threads,17.81176733970642,9.463430923096555,3326.9032962322235
4,80, ,#pragma omp parallel for,64,96,100,scatter,cores,17.738991260528564,9.485470921303254,3416.2278714179993
4,200,#pragma clang unrolling full, ,256,8,80,balanced,threads,17.44234013557434,9.518891171727065,3507.9076941013336
4,20, , ,8,32,128,compact,sockets,17.863917350769043,9.5846427517116,3600.17435503006
4,10, , ,96,96,80,scatter,sockets,17.669182777404785,9.734510379591756,3691.659640789032
4,80, , ,2,8,20,scatter,threads,17.557043075561523,9.73558867256741,3783.831542491913
4,40,#pragma clang unrolling full, ,128,32,128,balanced,cores,17.551055192947388,9.819151404701268,3875.0339720249176
4,10, , ,8,32,64,balanced,threads,18.010509252548218,9.871935489599084,3968.2989642620087
4,10, , ,128,96,80,scatter,threads,17.799740076065063,9.941132686200403,4060.224186897278
4,200, , ,2,96,128,compact,cores,18.023423671722412,9.975445286383504,4154.055058717728
4,10, , ,8,128,160,compact,sockets,17.76531171798706,9.988196235848317,4245.952337026596
4,80, , ,96,96,160,balanced,threads,18.00661826133728,10.039900824635751,4339.638439416885
4,80, , ,256,16,100,scatter,sockets,17.697770833969116,10.0453063595341,4431.538480520248
4,128,#pragma clang unrolling full, ,8,256,128,balanced,threads,17.474398851394653,10.068389005746651,4523.476611614227
4,200, , ,96,2,128,balanced,sockets,17.76806402206421,10.121128158231487,4615.971192598343
4,64, , ,8,96,80,compact,sockets,17.746597051620483,10.217931023013259,4707.424255609512
4,64, , ,2,128,80,scatter,sockets,17.690113306045532,10.236657268469695,4799.789187908173
4,80, , ,96,128,80,balanced,cores,17.67054772377014,10.239990477895237,4891.146091222763
4,40,#pragma clang unrolling full, ,8,96,128,compact,sockets,17.88433003425598,10.272097225734917,4984.038999557495
4,64, , ,8,16,128,balanced,sockets,17.648342609405518,10.334053473273313,5075.46949505806
5,200, , ,64,256,20,balanced,sockets,19.405208587646484,10.396690545083485,5173.179483175278
4,20, , ,8,256,80,balanced,threads,17.788931131362915,10.412480380189288,5265.247912406921
5,40,#pragma clang unrolling full, ,2,2,100,compact,threads,19.388566255569458,10.412563002245639,5362.07194185257
4,160, , ,256,96,64,scatter,sockets,17.776257514953613,10.475308231464249,5453.969231128693
4,80, , ,8,128,80,balanced,sockets,17.892002820968628,10.481193979735519,5545.965696811676
