p0,p1,p2,p3,p4,p5,isize,objective,elapsed_sec
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,4,64,130,0.0012785000000000001,1614.0921897888184
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,8,130,0.0011925,1700.5833475589752
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,100,80,130,0.001205,1729.3643226623535
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,64,130,0.0006325,1770.8258457183838
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,100,130,0.000589,1799.9869084358215
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,128,130,0.001351,1836.3893764019006
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,256,130,0.0011884999999999999,1880.7808773517609
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,256,130,0.001291,1950.9746911525726
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,50,16,130,0.0016190000000000002,1970.9360182285309
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,4,4,130,0.0019945,2363.1979324817653
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,64,256,130,0.0021665,2379.385823249817
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,100,8,130,0.0013875,2400.912539243698
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,64,80,130,0.0011865,2421.05536031723
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,100,50,130,0.0013925,2439.4491701126103
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,256,130,0.0012835,2460.3322265148167
 , , ,16,4,16,130,0.001151,2483.514150857925
 , , ,80,2048,50,130,0.001092,2502.647911310196
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,64,20,130,0.0021650000000000003,2526.4803676605225
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,50,128,130,0.0018525,2546.622553348541
 , , ,32,50,4,130,0.0017794999999999996,2569.660152673721
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,128,64,130,0.0017120000000000002,2596.062945604325
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,4,128,130,0.001509,2616.3491384983067
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,32,20,130,0.0011975,2639.21080493927
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,50,130,0.0012365000000000002,2819.2149164676666
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,64,128,130,0.0012145,2840.920213699341
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,4,20,130,0.0021175,2860.728285312653
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,128,20,130,0.001686,3166.006161928177
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,16,130,0.00144,3188.7697916030884
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,16,256,130,0.001356,3211.095002174377
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,8,80,130,0.0011365,3238.4304304122925
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,100,4,130,0.0028985,3268.9793663024902
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,8,20,130,0.0014005,3295.081345319748
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,8,80,130,0.0011785,3318.831787109375
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,80,130,0.00123,3405.1778247356415
