p0,p1,p2,p3,p4,p5,isize,objective,elapsed_sec
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,32,2000,4.5658460000000005,5.59142017364502
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,64,128,2000,4.8590105,5.648659944534303
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,4,80,2000,5.5459875,5.6892151832580575
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,64,20,2000,7.7282410000000015,5.72832989692688
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,16,64,2000,5.1213584999999995,5.76796817779541
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,64,4,2000,9.417615,5.807448148727418
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,8,2000,5.1322655,5.84645676612854
 , , ,32,32,8,2000,5.503278,5.885818004608152
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,32,50,2000,7.898584,5.924248933792112
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,4,20,2000,6.1998964999999995,5.962818384170532
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,20,16,2000,9.4524825,6.002012252807617
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,16,64,2000,8.336063000000001,6.040957689285277
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,8,64,2000,5.2778835,6.079502105712893
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,20,100,2000,4.6378815000000015,6.118610143661499
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,50,2000,5.0204895,6.157297849655151
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,20,128,2000,4.731447,6.196545600891112
 , , ,96,80,16,2000,4.550587,6.235734701156616
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,100,64,2000,5.4665985,6.274593114852905
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,80,8,2000,4.689551,6.313937425613402
